t_s,q_deg,dq_deg_s,omega_rad_s,I_cmd_A,I_meas_A,adc,F_N,tau_Nm,mode
25982.538156304,-217.59521484375,-7.9,-0.13788101090755203,200,196,1489,3.2504274214688746,0.40630342768360933,FORCE
25982.542158431,-217.9248046875,-8.200000000000001,-0.14311699866353503,200,184,1489,3.2512965140918277,0.40641206426147847,FORCE
25982.546157803,-218.232421875,-8.200000000000001,-0.14311699866353503,200,183,1489,3.2519483335590436,0.40649354169488044,FORCE
25982.550156918,-218.56201171875,-8.3,-0.14486232791552936,200,213,1489,3.2524371981594546,0.40655464976993183,FORCE
25982.554156174,-218.8916015625,-7.9,-0.13788101090755203,200,189,1489,3.2528038466097637,0.40660048082622047,FORCE
25982.558156305,-219.19921875,-7.1000000000000005,-0.1239183768915974,200,187,1489,3.253078832947495,0.40663485411843686,FORCE
25982.562155643,-219.48486328125,-6.7,-0.11693705988362008,200,200,1489,3.2532850727007934,0.40666063408759917,FORCE
25982.566155887,-219.7705078125,-7.1000000000000005,-0.1239183768915974,200,214,1349,3.176954438399834,0.39711930479997926,FORCE
25982.570154194,-220.05615234375,-6.5,-0.11344640137963143,200,199,1349,3.119706462674115,0.38996330783426436,FORCE
25982.57415453,-220.31982421875,-7.4,-0.1291543646475804,200,191,1349,3.0767704808798255,0.3845963101099782,FORCE
25982.578159842,-220.60546875,-7.5,-0.1308996938995747,200,200,1349,3.0445684945341083,0.38057106181676353,FORCE
25982.582164607,-220.9130859375,-7.6000000000000005,-0.13264502315156906,200,206,1349,3.0204170047748202,0.37755212559685253,FORCE
25982.586160082,-221.24267578125,-7.5,-0.1308996938995747,200,210,1349,3.0023033874553544,0.3752879234319193,FORCE
25982.590156742,-221.55029296875,-7.800000000000001,-0.13613568165555773,200,200,1349,2.988718174465755,0.3735897718082194,FORCE
25982.594153136,-221.85791015625,-7.4,-0.1291543646475804,200,196,1349,2.978529264723556,0.3723161580904445,FORCE
25982.598174892,-222.1435546875,-7.5,-0.1308996938995747,200,196,1349,2.970887582416906,0.37136094780211326,FORCE
25982.602215815,-222.451171875,-7.9,-0.13788101090755203,200,198,1349,2.9651563206869187,0.37064454008586484,FORCE
25982.606194592,-222.7587890625,-7.9,-0.13788101090755203,200,200,1349,2.9608578743894283,0.37010723429867853,FORCE
25982.610221653,-223.06640625,-7.5,-0.1308996938995747,200,198,1349,2.9576340396663103,0.3697042549582888,FORCE
25982.614281303,-223.3740234375,-7.4,-0.1291543646475804,200,198,1349,2.9552161636239718,0.36940202045299647,FORCE
25982.618219466,-223.65966796875,-7.1000000000000005,-0.1239183768915974,200,199,1370,2.9648755537096085,0.37060944421370107,FORCE
25982.622161214,-223.92333984375,-6.300000000000001,-0.10995574287564278,200,197,1370,2.972120096273836,0.3715150120342295,FORCE
25982.6262136,-224.1650390625,-6.4,-0.1117010721276371,200,202,1370,2.9775535031970066,0.37219418789962583,FORCE
25982.630157502,-224.4287109375,-6.1000000000000005,-0.10646508437165411,200,201,1370,2.981628558389384,0.372703569798673,FORCE
25982.634200156,-224.6923828125,-6.7,-0.11693705988362008,200,203,1370,2.9846848497836675,0.37308560622295844,FORCE
25982.638223006,-224.97802734375,-7.1000000000000005,-0.1239183768915974,200,192,1370,2.9869770683293804,0.37337213354117255,FORCE
25982.642203555,-225.28564453125,-7.800000000000001,-0.13613568165555773,200,202,1370,2.9886962322386643,0.37358702902983304,FORCE
25982.646224591,-225.54931640625,-7.1000000000000005,-0.1239183768915974,200,204,1370,2.9899856051706273,0.3737482006463284,FORCE
25982.650262965,-225.85693359375,-6.5,-0.11344640137963143,200,201,1370,2.9909526348695996,0.37386907935869995,FORCE
25982.654164179,-226.142578125,-6.7,-0.11693705988362008,200,198,1370,2.991677907143829,0.37395973839297864,FORCE
25982.658167832,-226.40625,-6.7,-0.11693705988362008,200,199,1370,2.992221861349501,0.3740277326686876,FORCE
25982.66216137,-226.69189453125,-7.0,-0.12217304763960307,200,199,1370,2.992629827003755,0.37407872837546935,FORCE
25982.666158729,-226.9775390625,-7.0,-0.12217304763960307,200,194,1370,2.992935801244445,0.37411697515555564,FORCE
25982.670159029,-227.26318359375,-7.6000000000000005,-0.13264502315156906,200,203,1391,3.004638079042353,0.37557975988029413,FORCE
25982.674158316,-227.548828125,-7.1000000000000005,-0.1239183768915974,200,200,1391,3.013414787390784,0.376676848423848,FORCE
25982.678159207,-227.8125,-6.800000000000001,-0.11868238913561442,200,198,1391,3.019997318652107,0.37749966483151337,FORCE
25982.682166883,-228.076171875,-6.300000000000001,-0.10995574287564278,200,202,1391,3.0249342170980995,0.37811677713726244,FORCE
25982.686169518,-228.31787109375,-6.0,-0.10471975511965978,200,200,1391,3.028636890932594,0.37857961136657425,FORCE
25982.690219659,-228.5595703125,-6.300000000000001,-0.10995574287564278,200,199,1391,3.0314138963084645,0.37892673703855806,FORCE
25982.694170145,-228.8232421875,-6.1000000000000005,-0.10646508437165411,200,201,1391,3.033496650340368,0.379187081292546,FORCE
25982.698165794,-229.06494140625,-6.1000000000000005,-0.10646508437165411,200,200,1391,3.0350587158642948,0.37938233948303685,FORCE
25982.702286801,-229.32861328125,-6.800000000000001,-0.11868238913561442,200,201,1391,3.0362302650072404,0.37952878312590504,FORCE
25982.706215137,-229.6142578125,-6.800000000000001,-0.11868238913561442,200,199,1391,3.0371089268644496,0.3796386158580562,FORCE
25982.710242144,-229.89990234375,-7.1000000000000005,-0.1239183768915974,200,201,1391,3.037767923257356,0.3797209904071695,FORCE
25982.714222877,-230.185546875,-6.800000000000001,-0.11868238913561442,200,195,1391,3.038262170552036,0.3797827713190045,FORCE
25982.718204603,-230.44921875,-6.5,-0.11344640137963143,200,198,1391,3.038632856023046,0.37982910700288075,FORCE
25982.722204368,-230.712890625,-6.5,-0.11344640137963143,200,197,1404,3.0460130778656405,0.38075163473320506,FORCE
25982.726248136,-230.9765625,-7.2,-0.12566370614359174,200,199,1404,3.051548244247586,0.38144353053094826,FORCE
25982.730278961,-231.26220703125,-7.0,-0.12217304763960307,200,197,1404,3.0556996190340455,0.3819624523792557,FORCE
25982.734325538,-231.52587890625,-6.800000000000001,-0.11868238913561442,200,194,1404,3.05881315012389,0.38235164376548625,FORCE
25982.738176971,-231.8115234375,-6.5,-0.11344640137963143,200,197,1404,3.0611482984412732,0.38264353730515915,FORCE
25982.742337081,-232.0751953125,-6.300000000000001,-0.10995574287564278,200,200,1404,3.0628996596793105,0.3828624574599138,FORCE
25982.746293956,-232.31689453125,-6.300000000000001,-0.10995574287564278,200,203,1404,3.0642131806078394,0.38302664757597993,FORCE
25982.750306199,-232.55859375,-5.4,-0.0942477796076938,200,206,1404,3.065198321304235,0.38314979016302936,FORCE
25982.754156958,-232.7783203125,-5.7,-0.09948376736367678,200,194,1404,3.0659371768265324,0.38324214710331655,FORCE
25982.758158958,-232.97607421875,-5.4,-0.0942477796076938,200,207,1404,3.0664913184682545,0.3833114148085318,FORCE
25982.762183748,-233.2177734375,-6.1000000000000005,-0.10646508437165411,200,188,1404,3.066906924699547,0.3833633655874434,FORCE
25982.766163723,-233.45947265625,-6.300000000000001,-0.10995574287564278,200,193,1404,3.0672186293730164,0.38340232867162705,FORCE
25982.770159332,-233.72314453125,-6.4,-0.1117010721276371,200,215,1404,3.0674524078781182,0.3834315509847648,FORCE
25982.774158386,-233.98681640625,-6.7,-0.11693705988362008,200,206,1432,3.082924804580131,0.3853656005725164,FORCE
25982.778157908,-234.228515625,-6.300000000000001,-0.10995574287564278,200,198,1432,3.0945291021066406,0.38681613776333007,FORCE
25982.782230494,-234.47021484375,-5.300000000000001,-0.09250245035569948,200,188,1432,3.103232325251523,0.38790404065644035,FORCE
25982.786158574,-234.66796875,-5.0,-0.08726646259971647,200,203,1432,3.109759742610184,0.388719967826273,FORCE
25982.790290145,-234.86572265625,-4.9,-0.08552113334772216,200,220,1432,3.11465530562918,0.3893319132036475,FORCE
25982.794150557,-235.08544921875,-5.0,-0.08726646259971647,200,198,1432,3.118326977893428,0.3897908722366785,FORCE
25982.798149769,-235.26123046875,-4.6000000000000005,-0.08028514559173917,200,193,1432,3.121080732091613,0.39013509151145165,FORCE
25982.802150084,-235.458984375,-4.800000000000001,-0.08377580409572782,200,214,1432,3.1231460477402524,0.39039325596753155,FORCE
25982.806159014,-235.634765625,-4.5,-0.07853981633974483,200,200,1432,3.1246950344767317,0.39058687930959146,FORCE
25982.810267416,-235.83251953125,-4.6000000000000005,-0.08028514559173917,200,183,1432,3.125856774529091,0.39073209681613635,FORCE
25982.814257868,-236.00830078125,-4.3,-0.07504915783575616,200,175,1432,3.1267280795683607,0.3908410099460451,FORCE
25982.818206016,-236.162109375,-3.5,-0.061086523819801536,200,198,1432,3.1273815583478126,0.3909226947934766,FORCE
25982.822226201,-236.2939453125,-3.0,-0.05235987755982989,200,221,1432,3.1278716674324025,0.3909839584290503,FORCE
25982.826158256,-236.40380859375,-3.1,-0.054105206811824215,200,193,1,2.346450074246558,0.29330625928081977,FORCE
25982.830152891,-236.49169921875,-2.3000000000000003,-0.04014257279586959,200,198,249,1.8958721500768279,0.23698401875960348,FORCE
25982.834152893,-236.57958984375,-2.4000000000000004,-0.04188790204786391,200,219,249,1.5579387069495303,0.1947423383686913,FORCE
25982.838291148,-236.6455078125,-1.9000000000000001,-0.033161255787892266,200,178,249,1.3044886246040572,0.16306107807550715,FORCE
25982.842283214,-236.689453125,-1.6,-0.027925268031909273,200,221,249,1.114401062844952,0.139300132855619,FORCE
25982.846162236,-236.7333984375,-1.3,-0.022689280275926284,200,181,249,0.9718353915256234,0.12147942394070292,RETURN
25982.850267108,-236.77734375,-1.6,-0.027925268031909273,200,194,249,0.8649111380361268,0.10811389225451586,RETURN
25982.854168008,-236.79931640625,-1.6,-0.027925268031909273,200,189,249,0.7847179479190043,0.09808974348987554,RETURN
25982.858168537,-236.79931640625,0.0,0.0,200,214,249,0.7245730553311626,0.09057163191639532,RETURN
25982.862169033,-236.79931640625,0.0,0.0,200,183,249,0.6794643858902811,0.08493304823628514,RETURN
25982.86616059,-236.77734375,1.6,0.027925268031909273,200,213,249,0.64563288380962,0.0807041104762025,RETURN
25982.870233058,-236.75537109375,0.4,0.006981317007977318,200,208,249,0.6202592572491243,0.07753240715614054,RETURN
25982.874214398,-236.71142578125,1.6,0.027925268031909273,200,181,249,0.6012290373287525,0.07515362966609407,RETURN
25982.87821237,-236.6455078125,1.6,0.027925268031909273,200,211,1262,1.140382252384474,0.14254778154805925,RETURN
25982.882208307,-236.57958984375,1.6,0.027925268031909273,200,219,1262,1.5447471636762653,0.19309339545953316,RETURN
25982.886204896,-236.49169921875,2.1,0.03665191429188092,200,180,1262,1.8480208471451085,0.23100260589313856,RETURN
25982.890156563,-236.3818359375,2.3000000000000003,0.04014257279586959,200,219,1262,2.075476109746741,0.25943451371834264,RETURN
25982.894297126,-236.27197265625,3.1,0.054105206811824215,200,188,1262,2.246067556697965,0.28075844458724564,FORCE
25982.89820088,-236.162109375,3.1,0.054105206811824215,200,180,1262,2.374011141911384,0.296751392738923,FORCE
25982.902209984,-236.00830078125,3.5,0.061086523819801536,200,200,1262,2.4699688308214474,0.3087461038526809,FORCE
25982.906158438,-235.8544921875,3.9000000000000004,0.06806784082777886,200,206,1262,2.541937097503995,0.3177421371879994,FORCE
25982.91023017,-235.6787109375,4.6000000000000005,0.08028514559173917,200,187,1262,2.595913297515906,0.32448916218948826,FORCE
25982.914215725,-235.5029296875,4.5,0.07853981633974483,200,196,1262,2.6363954475248392,0.3295494309406049,FORCE
25982.918206226,-235.283203125,5.4,0.0942477796076938,200,186,1262,2.666757060031539,0.33334463250394236,FORCE
25982.92220029,-235.04150390625,5.6000000000000005,0.09773843811168247,200,193,1262,2.689528269411564,0.3361910336764455,FORCE
25982.926245807,-234.7998046875,6.4,0.1117010721276371,200,213,1262,2.7066066764465826,0.3383258345558228,FORCE
25982.930264766,-234.5361328125,6.300000000000001,0.10995574287564278,200,193,987,2.569176471852264,0.321147058981533,FORCE
25982.934285078,-234.2724609375,6.7,0.11693705988362008,200,187,987,2.4661038184065247,0.3082629773008156,FORCE
25982.938213913,-234.0087890625,6.7,0.11693705988362008,200,192,987,2.3887993283222206,0.2985999160402776,FORCE
25982.94216798,-233.7451171875,7.0,0.12217304763960307,200,206,987,2.3308209607589925,0.29135262009487406,FORCE
25982.946160029,-233.45947265625,7.2,0.12566370614359174,200,209,987,2.2873371850865714,0.2859171481358214,FORCE
25982.950151469,-233.173828125,7.9,0.13788101090755203,200,208,987,2.2547243533322554,0.2818405441665319,FORCE
25982.954149343,-232.84423828125,8.200000000000001,0.14311699866353503,200,195,987,2.2302647295165188,0.27878309118956485,FORCE
25982.958140081,-232.5146484375,8.200000000000001,0.14311699866353503,200,193,987,2.211920011654716,0.2764900014568395,FORCE
25982.962276693,-232.18505859375,8.200000000000001,0.14311699866353503,200,191,987,2.1981614732583643,0.27477018415729554,FORCE
25982.96629351,-231.83349609375,7.9,0.13788101090755203,200,192,987,2.1878425694611003,0.27348032118263754,FORCE
25982.970282279,-231.50390625,8.5,0.14835298641951802,200,198,987,2.1801033916131525,0.27251292395164406,FORCE
25982.974275731,-231.17431640625,8.6,0.15009831567151233,200,198,987,2.1742990082271914,0.2717873760283989,FORCE
25982.978177632,-230.80078125,9.8,0.1710422666954443,200,199,987,2.1699457206877204,0.27124321508596505,FORCE
25982.982267817,-230.4052734375,10.100000000000001,0.1762782544514273,200,199,987,2.1666807550331173,0.27083509437913966,FORCE
25982.986170391,-229.9658203125,10.9,0.19024088846738194,200,199,398,1.8424473878329903,0.2303059234791238,FORCE
25982.990210805,-229.54833984375,10.9,0.19024088846738194,200,203,398,1.599272362432895,0.19990904530411188,FORCE
25982.994173258,-229.10888671875,10.8,0.1884955592153876,200,202,398,1.4168910933828234,0.17711138667285292,FORCE
25982.998167748,-228.69140625,11.200000000000001,0.19547687622336493,200,207,398,1.2801051415952696,0.1600131426994087,FORCE
25983.002161724,-228.251953125,10.8,0.1884955592153876,200,193,398,1.1775156777546045,0.14718945971932557,FORCE
25983.006162271,-227.8125,10.5,0.1832595714594046,200,199,398,1.1005735798741054,0.13757169748426318,FORCE
25983.010156795,-227.4169921875,10.100000000000001,0.1762782544514273,200,194,398,1.042867006463731,0.1303583758079664,RETURN
25983.014258412,-226.99951171875,10.700000000000001,0.18675022996339327,200,201,398,0.9995870764059505,0.12494838455074381,RETURN
25983.018159277,-226.51611328125,11.9,0.20769418098732523,200,196,398,0.967127128862615,0.12089089110782687,RETURN
25983.022163266,-226.03271484375,12.9,0.22514747350726852,200,195,398,0.9427821682051134,0.11784777102563918,RETURN
25983.026190106,-225.50537109375,13.3,0.23212879051524585,200,200,398,0.9245234477119871,0.11556543096399839,RETURN
25983.030151802,-224.97802734375,13.4,0.23387411976724015,200,189,398,0.9108294073421425,0.11385367591776781,RETURN
25983.03415364,-224.4287109375,13.8,0.24085543677521748,200,198,398,0.900558877064759,0.11256985963309488,RETURN
25983.038206784,-223.87939453125,13.8,0.24085543677521748,200,197,544,0.9726192355061943,0.12157740443827429,RETURN
25983.042225531,-223.330078125,13.0,0.22689280275926285,200,200,544,1.0266645043372709,0.12833306304215886,RETURN
25983.046229327,-222.82470703125,12.600000000000001,0.21991148575128555,200,197,544,1.067198455960578,0.13339980699507226,RETURN
25983.050257609,-222.29736328125,13.3,0.23212879051524585,200,200,544,1.0975989196780587,0.13719986495975733,RETURN
25983.054168702,-221.72607421875,14.200000000000001,0.2478367537831948,200,201,544,1.1203992674661691,0.14004990843327114,RETURN
25983.058145679,-221.1767578125,14.8,0.2583087292951608,200,201,544,1.137499528307252,0.1421874410384065,RETURN
25983.062179603,-220.5615234375,14.9,0.26005405854715513,200,204,544,1.150324723938064,0.143790590492258,RETURN
25983.066167402,-219.9462890625,15.600000000000001,0.27227136331111546,200,188,544,1.159943620661173,0.14499295258264663,RETURN
25983.070161018,-219.35302734375,15.100000000000001,0.2635447170511438,200,191,544,1.1671577932035049,0.1458947241504381,RETURN
25983.074162879,-218.78173828125,14.4,0.25132741228718347,200,189,544,1.1725684226102535,0.1465710528262817,RETURN
25983.078166073,-218.1884765625,14.8,0.2583087292951608,200,189,544,1.1766263946653153,0.1470782993331644,RETURN
25983.08216747,-217.55126953125,15.700000000000001,0.27401669256310973,200,185,544,1.1796698737066114,0.14745873421332642,RETURN
25983.086170424,-216.9140625,16.3,0.2844886680750757,200,186,544,1.1819524829875838,0.14774406037344798,RETURN
25983.090162033,-216.27685546875,16.2,0.2827433388230814,200,187,662,1.2481306332745992,0.1560163291593249,RETURN
25983.094165073,-215.57373046875,17.0,0.29670597283903605,200,185,662,1.2977642459898608,0.1622205307487326,RETURN
25983.098215295,-214.892578125,17.1,0.2984513020910304,200,201,662,1.334989455526307,0.1668736819407884,RETURN
25983.102158149,-214.189453125,16.8,0.2932153143350474,200,189,662,1.3629083626786416,0.1703635453348302,RETURN
25983.106158353,-213.5302734375,17.3,0.30194196059501904,200,191,662,1.3838475430428925,0.17298094288036156,RETURN
25983.110163117,-212.84912109375,17.8,0.31066860685499065,200,203,662,1.3995519283160807,0.17494399103951008,RETURN
25983.114205765,-212.14599609375,17.400000000000002,0.3036872898470134,200,196,662,1.4113302172709716,0.17641627715887145,RETURN
25983.118225356,-211.4208984375,17.900000000000002,0.31241393610698504,200,193,662,1.4201639339871401,0.17752049174839252,RETURN
25983.122206363,-210.7177734375,17.400000000000002,0.3036872898470134,200,186,662,1.4267892215242666,0.17834865269053332,RETURN
25983.126214895,-210.0146484375,17.0,0.29670597283903605,200,183,662,1.4317581871771115,0.17896977339713893,RETURN
25983.13019965,-209.35546875,16.6,0.2897246558310587,200,189,662,1.435484911416745,0.17943561392709312,RETURN
25983.134218656,-208.67431640625,17.400000000000002,0.3036872898470134,200,183,662,1.4382799545964702,0.17978499432455877,RETURN
25983.138209705,-207.9931640625,17.7,0.3089232776029963,200,183,662,1.4403762369812638,0.18004702962265798,RETURN
25983.142167053,-207.2900390625,17.7,0.3089232776029963,200,186,758,1.494395521306499,0.18679944016331237,RETURN
25983.146229876,-206.5869140625,17.5,0.30543261909900765,200,182,758,1.5349099845504253,0.19186374806880316,RETURN
25983.150155643,-205.8837890625,16.8,0.2932153143350474,200,190,758,1.5652958319833703,0.1956619789979213,RETURN
25983.154158692,-205.24658203125,16.8,0.2932153143350474,200,205,758,1.5880852175580789,0.19851065219475986,RETURN
25983.158198758,-204.54345703125,17.400000000000002,0.3036872898470134,200,198,758,1.6051772567391103,0.20064715709238878,RETURN
25983.162261305,-203.818359375,17.8,0.31066860685499065,200,202,758,1.6179962861248838,0.20224953576561047,RETURN
25983.166163862,-203.115234375,17.3,0.30194196059501904,200,195,758,1.6276105581642137,0.20345131977052672,RETURN
25983.170155245,-202.412109375,17.7,0.3089232776029963,200,201,758,1.6348212621937113,0.2043526577742139,RETURN
25983.174153434,-201.7529296875,16.400000000000002,0.28623399732707006,200,213,758,1.6402292902158349,0.20502866127697936,RETURN
25983.178155282,-201.11572265625,16.2,0.2827433388230814,200,195,758,1.644285311232427,0.20553566390405337,RETURN
25983.182157846,-200.45654296875,16.6,0.2897246558310587,200,189,758,1.6473273269948714,0.20591591587435892,RETURN
25983.186158199,-199.775390625,17.0,0.29670597283903605,200,199,758,1.6496088388167047,0.2062011048520881,RETURN
25983.190156546,-199.1162109375,16.6,0.2897246558310587,200,200,758,1.6513199726830796,0.20641499658538495,RETURN
25983.194194236,-198.45703125,16.3,0.2844886680750757,200,200,841,1.6979481878801639,0.21224352348502049,RETURN
25983.198275855,-197.77587890625,16.0,0.2792526803190927,200,201,841,1.7329193492779773,0.21661491865974716,RETURN
25983.202258974,-197.138671875,15.600000000000001,0.27227136331111546,200,200,841,1.759147720326337,0.21989346504079213,RETURN
25983.206281457,-196.5234375,15.600000000000001,0.27227136331111546,200,197,841,1.7788189986126066,0.22235237482657583,RETURN
25983.210155647,-195.8203125,17.1,0.2984513020910304,200,201,841,1.7935724573273093,0.22419655716591366,RETURN
25983.214154655,-195.18310546875,17.5,0.30543261909900765,200,209,841,1.804637551363336,0.225579693920417,RETURN
25983.21822641,-194.47998046875,17.400000000000002,0.3036872898470134,200,196,841,1.812936371890356,0.2266170464862945,RETURN
25983.222205619,-193.77685546875,17.400000000000002,0.3036872898470134,200,177,841,1.8191604872856213,0.22739506091070266,RETURN
25983.226162035,-193.11767578125,16.2,0.2827433388230814,200,192,841,1.8238285738320699,0.22797857172900873,RETURN
25983.230214438,-192.50244140625,15.600000000000001,0.27227136331111546,200,214,841,1.8273296387419067,0.22841620484273834,RETURN
25983.234217486,-191.865234375,15.700000000000001,0.27401669256310973,200,214,841,1.8299554374242841,0.22874442967803552,RETURN
25983.23824315,-191.2060546875,16.3,0.2844886680750757,200,188,841,1.8319247864360675,0.22899059830450844,RETURN
25983.242205079,-190.546875,16.3,0.2844886680750757,200,208,841,1.8334017981949047,0.22917522477436308,RETURN
25983.246164416,-189.90966796875,16.2,0.2827433388230814,200,221,931,1.8836786875171325,0.23545983593964157,RETURN
25983.250149716,-189.25048828125,16.0,0.2792526803190927,200,184,931,1.9213863545088032,0.2401732943136004,RETURN
25983.254171051,-188.63525390625,14.9,0.26005405854715513,200,192,931,1.9496671047525564,0.24370838809406956,RETURN
25983.258186735,-188.06396484375,14.600000000000001,0.25481807079117214,200,212,931,1.9708776674353712,0.2463597084294214,RETURN
25983.262178691,-187.44873046875,15.200000000000001,0.2652900463031381,200,182,931,1.9867855894474824,0.2483481986809353,RETURN
25983.266175094,-186.8115234375,15.200000000000001,0.2652900463031381,200,209,931,1.9987165309565655,0.2498395663695707,RETURN
25983.270173871,-186.21826171875,15.3,0.26703537555513246,200,204,931,2.007664737088378,0.25095809213604725,RETURN
25983.274283331,-185.5810546875,15.600000000000001,0.27227136331111546,200,182,931,2.014375891687237,0.25179698646090465,RETURN
25983.278289688,-184.94384765625,15.700000000000001,0.27401669256310973,200,200,931,2.019409257636382,0.25242615720454775,RETURN
25983.282301617,-184.3505859375,14.5,0.2530727415391778,200,223,931,2.0231842820982404,0.25289803526228005,RETURN
25983.286272343,-183.779296875,13.700000000000001,0.23911010752322318,200,200,931,2.026015550444634,0.25325194380557925,RETURN
25983.290274716,-183.22998046875,14.100000000000001,0.2460914245312005,200,185,931,2.02813900170443,0.25351737521305373,RETURN
25983.294250825,-182.65869140625,14.600000000000001,0.25481807079117214,200,196,931,2.029731590149276,0.2537164487686595,RETURN
25983.298236826,-182.0654296875,14.8,0.2583087292951608,200,213,1001,2.0691686885408775,0.2586460860676097,RETURN
25983.302157455,-181.4501953125,15.3,0.26703537555513246,200,203,1001,2.098746512334578,0.26234331404182226,RETURN
25983.306262883,-180.85693359375,15.700000000000001,0.27401669256310973,200,190,1001,2.120929880179854,0.26511623502248177,RETURN
25983.310152265,-180.2197265625,15.100000000000001,0.2635447170511438,200,196,1001,2.137567406063811,0.26719592575797635,RETURN
25983.314293575,-179.62646484375,14.9,0.26005405854715513,200,198,1001,2.150045550476779,0.26875569380959735,RETURN
25983.318251203,-179.01123046875,15.200000000000001,0.2652900463031381,200,193,1001,2.1594041587865043,0.26992551984831303,RETURN
25983.322313426,-178.41796875,15.200000000000001,0.2652900463031381,200,199,1001,2.166423115018799,0.27080288937734986,RETURN
25983.326279432,-177.802734375,15.200000000000001,0.2652900463031381,200,203,1001,2.1716873321930197,0.27146091652412746,RETURN
25983.330275963,-177.20947265625,15.200000000000001,0.2652900463031381,200,202,1001,2.175635495073685,0.2719544368842106,RETURN
25983.334260588,-176.59423828125,15.3,0.26703537555513246,200,202,1001,2.178596617234184,0.272324577154273,RETURN
25983.33828149,-176.0009765625,14.5,0.2530727415391778,200,202,1001,2.1808174588545586,0.2726021823568198,RETURN
25983.342167898,-175.4736328125,13.700000000000001,0.23911010752322318,200,202,1001,2.182483090069839,0.2728103862587299,RETURN
25983.346131732,-174.92431640625,13.700000000000001,0.23911010752322318,200,195,1001,2.1837323134813,0.2729665391851625,RETURN
25983.350158658,-174.375,14.200000000000001,0.2478367537831948,200,200,1083,2.229467772164942,0.27868347152061773,FORCE
25983.354255533,-173.82568359375,14.100000000000001,0.2460914245312005,200,198,1083,2.263769366177673,0.2829711707722091,FORCE
25983.358257482,-173.232421875,14.4,0.25132741228718347,200,202,1083,2.2894955616872217,0.2861869452109027,FORCE
25983.362264987,-172.63916015625,14.600000000000001,0.25481807079117214,200,201,1083,2.308790208319383,0.2885987760399229,FORCE
25983.366162532,-172.06787109375,14.5,0.2530727415391778,200,201,1083,2.323261193293504,0.290407649161688,FORCE
25983.370285951,-171.5185546875,13.8,0.24085543677521748,200,199,1083,2.3341144320240947,0.29176430400301184,FORCE
25983.374298298,-170.92529296875,13.700000000000001,0.23911010752322318,200,200,1083,2.342254361072038,0.29278179513400476,FORCE
25983.378297625,-170.35400390625,14.4,0.25132741228718347,200,204,1083,2.3483593078579954,0.2935449134822494,FORCE
25983.382304044,-169.7607421875,15.3,0.26703537555513246,200,201,1083,2.3529380179474635,0.29411725224343294,FORCE
25983.386157702,-169.12353515625,15.9,0.2775073510670984,200,195,1083,2.3563720505145644,0.29454650631432056,FORCE
25983.390265352,-168.50830078125,16.2,0.2827433388230814,200,192,1083,2.35894757493989,0.29486844686748626,FORCE
25983.394334694,-167.8271484375,16.8,0.2932153143350474,200,198,1083,2.360879218258884,0.2951099022823605,FORCE
25983.398284285,-167.14599609375,16.400000000000002,0.28623399732707006,200,219,1083,2.3623279507481296,0.2952909938435162,FORCE
25983.402290397,-166.48681640625,17.3,0.30194196059501904,200,219,1142,2.3956475967782067,0.29945594959727584,FORCE
25983.406301426,-165.76171875,18.1,0.3159045946109737,200,223,1142,2.4206373313007647,0.3025796664125956,FORCE
25983.410306705,-165.0146484375,19.3,0.3368485456349056,200,199,1142,2.4393796321926837,0.30492245402408547,FORCE
25983.414319638,-164.2236328125,20.700000000000003,0.3612831551628263,200,180,1142,2.4534363578616225,0.3066795447327028,FORCE
25983.418300183,-163.3447265625,21.1,0.36826447217080355,200,193,1142,2.463978902113327,0.3079973627641659,FORCE
25983.42220252,-162.53173828125,21.200000000000003,0.37000980142279793,200,216,1142,2.4718858103021053,0.30898572628776316,FORCE
25983.426172912,-161.69677734375,21.400000000000002,0.37350045992678654,200,183,1142,2.4778159914436886,0.3097269989304611,FORCE
25983.430183986,-160.81787109375,22.200000000000003,0.3874630939427412,200,187,1142,2.482263627299876,0.3102829534124845,FORCE
25983.434347422,-159.9169921875,22.700000000000003,0.39618974020271286,200,204,1142,2.485599354192017,0.31069991927400215,FORCE
25983.438177114,-158.9501953125,22.900000000000002,0.3996803987067015,200,201,1142,2.4881011493611225,0.3110126436701403,FORCE
25983.442159856,-158.09326171875,22.6,0.3944444109507185,200,212,1142,2.4899774957379517,0.31124718696724396,FORCE
25983.446245025,-157.1923828125,22.900000000000002,0.3996803987067015,200,189,1142,2.4913847555205733,0.31142309444007166,FORCE
25983.450228671,-156.2255859375,23.400000000000002,0.4084070449666731,200,204,1142,2.4924402003575405,0.31155502504469257,FORCE
25983.454246106,-155.2587890625,23.700000000000003,0.4136430327226562,200,202,1185,2.5167237018923014,0.3145904627365377,FORCE
25983.458220493,-154.27001953125,24.400000000000002,0.42586033748661645,200,196,1185,2.5349363280433725,0.31686704100542157,FORCE
25983.462227899,-153.34716796875,24.3,0.4241150082346221,200,194,1185,2.5485957976566764,0.31857447470708455,FORCE
25983.466252398,-152.38037109375,24.400000000000002,0.42586033748661645,200,199,1185,2.5588403998666536,0.3198550499833317,FORCE
25983.470264474,-151.41357421875,25.400000000000002,0.44331363000655977,200,198,1185,2.5665238515241366,0.3208154814405171,FORCE
25983.474270987,-150.4248046875,25.200000000000003,0.4398229715025711,200,212,1185,2.572286440267249,0.3215358050334061,FORCE
