t_s,q_deg,dq_deg_s,omega_rad_s,I_cmd_A,I_meas_A,adc,F_N,tau_Nm,mode
25985.722160933,-198.6328125,-9.3,-0.16231562043547265,200,197,689,1.4895687591564766,0.18619609489455957,FORCE
25985.726293275,-199.00634765625,-9.600000000000001,-0.16755160819145565,200,200,689,1.4935935795521988,0.18669919744402486,FORCE
25985.73031235,-199.40185546875,-9.0,-0.15707963267948966,200,202,689,1.4966121948489903,0.1870765243561238,FORCE
25985.734312922,-199.75341796875,-8.3,-0.14486232791552936,200,193,689,1.498876156321584,0.187359519540198,FORCE
25985.7383033,-200.0830078125,-7.5,-0.1308996938995747,200,198,689,1.5005741274260291,0.18757176592825364,FORCE
25985.74221808,-200.36865234375,-7.0,-0.12217304763960307,200,189,689,1.501847605754363,0.18773095071929538,FORCE
25985.746195268,-200.63232421875,-6.300000000000001,-0.10995574287564278,200,195,0,1.1263857043157726,0.14079821303947157,FORCE
25985.750274971,-200.89599609375,-6.4,-0.1117010721276371,200,197,0,0.8447892782368293,0.10559865977960366,RETURN
25985.754193391,-201.1376953125,-6.1000000000000005,-0.10646508437165411,200,197,0,0.633591958677622,0.07919899483470275,RETURN
25985.758288453,-201.37939453125,-5.9,-0.10297442586766545,200,197,0,0.47519396900821653,0.05939924612602707,RETURN
25985.762345662,-201.5771484375,-4.6000000000000005,-0.08028514559173917,200,201,0,0.3563954767561624,0.0445494345945203,RETURN
25985.766344264,-201.7529296875,-3.7,-0.0645771823237902,200,197,0,0.2672966075671218,0.03341207594589023,RETURN
25985.770329808,-201.884765625,-3.4000000000000004,-0.05934119456780721,200,199,0,0.20047245567534133,0.025059056959417667,RETURN
25985.77434498,-202.0166015625,-2.7,-0.0471238898038469,200,202,0,0.150354341756506,0.01879429271956325,RETURN
25985.778367775,-202.12646484375,-1.6,-0.027925268031909273,200,199,0,0.11276575631737949,0.014095719539672437,RETURN
25985.782244013,-202.1923828125,-1.9000000000000001,-0.033161255787892266,200,199,0,0.08457431723803463,0.010571789654754329,RETURN
25985.786333723,-202.236328125,-1.5,-0.026179938779914945,200,200,0,0.06343073792852597,0.007928842241065746,RETURN
25985.79027574,-202.2802734375,-0.9,-0.015707963267948967,200,192,0,0.04757305344639448,0.00594663168079931,RETURN
25985.794175679,-202.30224609375,0.0,0.0,200,198,0,0.035679790084795854,0.004459973760599482,RETURN
25985.798177033,-202.32421875,0.0,0.0,200,199,0,0.02675984256359689,0.0033449803204496113,RETURN
25985.802218322,-202.30224609375,0.0,0.0,200,198,0,0.02006988192269767,0.0025087352403372087,RETURN
25985.806198718,-202.25830078125,0.6000000000000001,0.010471975511965978,200,200,0,0.015052411442023251,0.0018815514302529064,RETURN
25985.81020061,-202.21435546875,1.6,0.027925268031909273,200,197,0,0.011289308581517438,0.0014111635726896798,RETURN
25985.814266181,-202.12646484375,2.7,0.0471238898038469,200,198,0,0.008466981436138079,0.0010583726795172599,RETURN
25985.818159844,-202.03857421875,1.9000000000000001,0.033161255787892266,200,197,0,0.006350236077103559,0.0007937795096379449,RETURN
25985.822220164,-201.9287109375,2.6,0.04537856055185257,200,198,0,0.00476267705782767,0.0005953346322284587,RETURN
25985.826160231,-201.796875,3.2,0.05585053606381855,200,197,0,0.0035720077933707518,0.00044650097417134397,RETURN
25985.830155635,-201.64306640625,4.1000000000000005,0.07155849933176751,200,196,0,0.0026790058450280644,0.00033487573062850805,RETURN
25985.834206469,-201.4453125,4.800000000000001,0.08377580409572782,200,197,0,0.002009254383771048,0.000251156797971381,RETURN
25985.83819376,-201.24755859375,5.2,0.09075712110370514,200,198,0,0.0015069407878282863,0.0001883675984785358,RETURN
25985.842321014,-201.02783203125,6.0,0.10471975511965978,200,203,0,0.0011302055908712148,0.00014127569885890185,RETURN
25985.846242914,-200.7421875,7.6000000000000005,0.13264502315156906,200,197,0,0.0008476541931534111,0.00010595677414417639,RETURN
25985.850339893,-200.4345703125,7.1000000000000005,0.1239183768915974,200,201,388,0.21260932548045056,0.02657616568505632,RETURN
25985.854207124,-200.10498046875,8.3,0.14486232791552936,200,199,388,0.3714305789459234,0.046428822368240426,RETURN
25985.85827815,-199.79736328125,7.5,0.1308996938995747,200,200,388,0.49054651904502805,0.061318314880628506,RETURN
25985.862178677,-199.4677734375,8.9,0.15533430342749532,200,200,388,0.5798834741193566,0.07248543426491957,RETURN
25985.866261429,-199.09423828125,9.3,0.16231562043547265,200,201,388,0.646886190425103,0.08086077380313787,RETURN
25985.870274632,-198.69873046875,9.8,0.1710422666954443,200,201,388,0.6971382276544127,0.08714227845680159,RETURN
25985.874281598,-198.28125,10.8,0.1884955592153876,200,209,388,0.734827255576395,0.09185340694704938,RETURN
25985.878396194,-197.841796875,11.200000000000001,0.19547687622336493,200,195,388,0.7630940265178818,0.09538675331473523,RETURN
25985.882299866,-197.3583984375,11.200000000000001,0.19547687622336493,200,196,388,0.7842941047239967,0.09803676309049959,RETURN
25985.886301105,-196.9189453125,12.0,0.20943951023931956,200,194,388,0.8001941633785831,0.10002427042232288,RETURN
25985.890298232,-196.36962890625,13.8,0.24085543677521748,200,196,388,0.8121192073695229,0.10151490092119037,RETURN
25985.894294899,-195.732421875,15.200000000000001,0.2652900463031381,200,196,388,0.8210629903627277,0.10263287379534096,RETURN
25985.898330464,-195.09521484375,16.0,0.2792526803190927,200,189,388,0.8277708276076311,0.10347135345095389,RETURN
25985.902303468,-194.4580078125,16.3,0.2844886680750757,200,206,485,0.8857951017502053,0.11072438771877566,RETURN
25985.906291399,-193.77685546875,16.400000000000002,0.28623399732707006,200,205,485,0.9293133073571358,0.11616416341964197,RETURN
25985.910243682,-193.16162109375,16.0,0.2792526803190927,200,202,485,0.9619519615623338,0.12024399519529172,RETURN
25985.914174896,-192.50244140625,16.3,0.2844886680750757,200,217,485,0.9864309522162321,0.12330386902702901,RETURN
25985.918287107,-191.8212890625,17.900000000000002,0.31241393610698504,200,186,485,1.004790195206656,0.125598774400832,RETURN
25985.922298665,-191.05224609375,19.0,0.33161255787892263,200,215,485,1.018559627449474,0.12731995343118424,RETURN
25985.926350373,-190.26123046875,20.0,0.3490658503988659,200,201,485,1.0288867016315872,0.1286108377039484,RETURN
25985.930328777,-189.42626953125,20.0,0.3490658503988659,200,184,485,1.0366320072681723,0.12957900090852154,RETURN
25985.934320842,-188.63525390625,19.200000000000003,0.3351032163829113,200,213,485,1.0424409864956112,0.1303051233119514,RETURN
25985.938341336,-187.8662109375,20.0,0.3490658503988659,200,180,485,1.0467977209161903,0.13084971511452378,RETURN
25985.942368939,-187.00927734375,21.1,0.36826447217080355,200,182,485,1.0500652717316246,0.13125815896645307,RETURN
25985.946322311,-186.15234375,21.5,0.3752457891787809,200,199,485,1.0525159348432003,0.13156449185540003,RETURN
25985.950205025,-185.25146484375,22.3,0.3892084231947355,200,221,485,1.0543539321768822,0.13179424152211028,RETURN
25985.954203514,-184.4384765625,22.1,0.38571776469074687,200,180,606,1.1218375945201997,0.14022969931502496,RETURN
25985.958301156,-183.5595703125,22.200000000000003,0.3874630939427412,200,217,606,1.1724503412776879,0.14655629265971098,RETURN
25985.962375837,-182.63671875,23.0,0.4014257279586958,200,190,606,1.210409901345804,0.1513012376682255,RETURN
25985.966319144,-181.60400390625,24.5,0.4276056667386107,200,188,606,1.2388795713968912,0.1548599464246114,RETURN
25985.970295272,-180.615234375,25.400000000000002,0.44331363000655977,200,199,606,1.2602318239352066,0.15752897799190083,RETURN
25985.974321929,-179.6484375,25.400000000000002,0.44331363000655977,200,191,606,1.2762460133389433,0.1595307516673679,RETURN
25985.978319984,-178.59375,25.8,0.45029494701453704,200,195,606,1.2882566553917456,0.1610320819239682,RETURN
25985.982197377,-177.51708984375,26.700000000000003,0.466002910282486,200,198,606,1.2972646369313474,0.16215807961641843,RETURN
25985.986321025,-176.50634765625,27.6,0.48171087355043496,200,197,606,1.3040206230860487,0.1630025778857561,RETURN
25985.990168163,-175.36376953125,27.6,0.48171087355043496,200,194,606,1.3090876127020747,0.16363595158775934,RETURN
25985.99421877,-174.3310546875,27.6,0.48171087355043496,200,198,606,1.3128878549140943,0.1641109818642618,RETURN
25985.998247386,-173.1884765625,28.700000000000003,0.5009094953223726,200,192,606,1.3157380365731088,0.1644672545716386,RETURN
25986.002288012,-171.97998046875,29.1,0.5078908123303499,200,194,606,1.31787567281737,0.16473445910217124,RETURN
25986.006293349,-170.7275390625,30.3,0.5288347633542818,200,193,715,1.379028180276542,0.17237852253456776,RETURN
25986.010180896,-169.4091796875,31.0,0.5410520681182421,200,194,715,1.4248925608709209,0.1781115701088651,RETURN
25986.014196259,-168.24462890625,32.2,0.5619960191421741,200,191,715,1.459290846316705,0.18241135578958811,RETURN
25986.018169432,-166.97021484375,32.2,0.5619960191421741,200,202,715,1.4850895604010435,0.18563619505013043,RETURN
25986.022158298,-165.673828125,33.6,0.5864306286700948,200,212,715,1.5044385959642972,0.18805482449553715,RETURN
25986.026154164,-164.33349609375,35.1,0.6126105674500097,200,189,715,1.5189503726367373,0.18986879657959216,RETURN
25986.030286865,-162.9052734375,35.2,0.6143558967020041,200,201,715,1.5298342051410674,0.19122927564263342,RETURN
25986.034179339,-161.4111328125,36.6,0.6387905062299246,200,218,715,1.5379970795193152,0.1922496349399144,RETURN
25986.038169808,-159.98291015625,37.2,0.6492624817418906,200,185,715,1.5441192353030009,0.1930149044128751,RETURN
25986.042153047,-158.5107421875,36.800000000000004,0.6422811647339134,200,174,715,1.5487108521407649,0.1935888565175956,RETURN
25986.046265733,-157.0166015625,37.6,0.6562437987498679,200,197,715,1.5521545647690884,0.19401932059613605,RETURN
25986.050257399,-155.45654296875,38.1,0.6649704450098396,200,207,715,1.5547373492403311,0.1943421686550414,RETURN
25986.054259768,-153.96240234375,37.4,0.6527531402458793,200,194,715,1.556674437593763,0.19458430469922036,RETURN
25986.058151172,-152.46826171875,37.0,0.6457718232379019,200,200,801,1.6051110896729097,0.20063888620911371,RETURN
25986.0621591,-151.01806640625,37.7,0.6579891280018623,200,199,801,1.64143857873227,0.20517982234153376,RETURN
25986.066152737,-149.52392578125,37.7,0.6579891280018623,200,198,801,1.6686841955267901,0.20858552444084877,RETURN
25986.070288936,-148.0078125,38.0,0.6632251157578453,200,203,801,1.6891184081226802,0.21113980101533503,RETURN
25986.074178209,-146.44775390625,37.6,0.6562437987498679,200,195,801,1.704444067569598,0.21305550844619975,RETURN
25986.078173446,-145.01953125,37.0,0.6457718232379019,200,197,801,1.7159383121547858,0.21449228901934822,RETURN
25986.082255192,-143.5693359375,35.5,0.619591884457987,200,211,801,1.7245589955936769,0.2155698744492096,RETURN
25986.086259239,-142.09716796875,35.0,0.6108652381980153,200,203,801,1.7310245081728455,0.21637806352160568,RETURN
25986.090153427,-140.7568359375,33.6,0.5864306286700948,200,186,801,1.7358736426072219,0.21698420532590273,RETURN
25986.094154256,-139.46044921875,32.6,0.5689773361501514,200,233,801,1.7395104934330037,0.21743881167912546,RETURN
25986.098184888,-138.14208984375,32.4,0.5654866776461628,200,205,801,1.7422381315523405,0.21777976644404257,RETURN
25986.10215585,-136.86767578125,31.1,0.5427973973702365,200,190,801,1.7442838601418431,0.2180354825177304,RETURN
25986.106151401,-135.59326171875,31.5,0.5497787143782138,200,222,801,1.74581815658397,0.21822726957299626,RETURN
25986.110266983,-134.36279296875,31.900000000000002,0.5567600313861911,200,201,871,1.7852115359735317,0.22315144199669146,RETURN
25986.114151232,-133.06640625,31.900000000000002,0.5567600313861911,200,206,871,1.814756570515703,0.22684457131446287,RETURN
25986.118282669,-131.81396484375,32.2,0.5619960191421741,200,215,871,1.8369153464223313,0.22961441830279142,RETURN
25986.122284555,-130.517578125,31.700000000000003,0.5532693728822026,200,189,871,1.8535344283523025,0.23169180354403782,RETURN
25986.126323642,-129.22119140625,31.1,0.5427973973702365,200,203,871,1.865998739799781,0.23324984247497263,RETURN
25986.130304179,-128.0126953125,30.400000000000002,0.5305800926062763,200,194,871,1.87534697338539,0.23441837167317375,RETURN
25986.134375476,-126.80419921875,30.3,0.5288347633542818,200,203,871,1.8823581485745966,0.23529476857182458,RETURN
25986.138212435,-125.5517578125,30.0,0.5235987755982988,200,203,871,1.8876165299665015,0.2359520662458127,RETURN
25986.142281437,-124.38720703125,30.3,0.5288347633542818,200,201,871,1.8915603160104304,0.2364450395013038,RETURN
25986.146293335,-123.20068359375,29.8,0.5201081170943103,200,198,871,1.8945181555433768,0.2368147694429221,RETURN
25986.150175603,-122.01416015625,29.900000000000002,0.5218534463463046,200,194,871,1.8967365351930865,0.2370920668991358,RETURN
25986.154158269,-120.76171875,31.3,0.5462880558742251,200,199,871,1.8984003199303692,0.23730003999129615,RETURN
25986.158172425,-119.53125,32.5,0.5672320068981571,200,199,871,1.899648158483331,0.23745601981041636,RETURN
25986.162175911,-118.212890625,32.800000000000004,0.5724679946541401,200,192,956,1.9470215495398686,0.24337769369248358,RETURN
25986.166360935,-116.78466796875,35.1,0.6126105674500097,200,185,956,1.982551592832272,0.247818949104034,RETURN
25986.170367404,-115.3125,35.7,0.6230825429619757,200,188,956,2.009199125301574,0.2511498906626968,RETURN
25986.174418728,-113.818359375,36.300000000000004,0.6335545184739417,200,188,956,2.0291847746535514,0.2536480968316939,RETURN
25986.178399188,-112.236328125,38.7,0.6754424205218056,200,189,956,2.044174011667534,0.25552175145844175,RETURN
25986.182334877,-110.6982421875,39.400000000000006,0.6876597252857659,200,203,956,2.0554159394280207,0.2569269924285026,RETURN
25986.186349322,-109.072265625,40.5,0.7068583470577035,200,178,956,2.063847385248386,0.25798092315604826,RETURN
25986.190180974,-107.46826171875,40.900000000000006,0.7138396640656809,200,219,956,2.07017096961366,0.2587713712017075,RETURN
25986.194191021,-105.908203125,42.0,0.7330382858376184,200,181,956,2.0749136578876155,0.25936420723595194,RETURN
25986.198302178,-104.1943359375,43.300000000000004,0.7557275661135447,200,201,956,2.078470674093082,0.25980883426163526,RETURN
25986.20218619,-102.41455078125,43.5,0.7592182246175333,200,189,956,2.081138436247182,0.26014230453089776,RETURN
25986.206195668,-100.72265625,43.900000000000006,0.7661995416255107,200,189,956,2.083139257862757,0.2603924072328446,RETURN
25986.210158889,-98.96484375,42.800000000000004,0.7470009198535731,200,198,956,2.0846398740744383,0.2605799842593048,RETURN
25986.214162921,-97.27294921875,44.2,0.7714355293814937,200,198,1017,2.119091080240856,0.264886385030107,RETURN
25986.218160731,-95.47119140625,43.6,0.7609635538695277,200,199,1017,2.1449294848656684,0.26811618560820855,RETURN
25986.222167026,-93.80126953125,43.1,0.7522369076095561,200,198,1017,2.1643082883342784,0.2705385360417848,RETURN
25986.226158645,-92.0654296875,42.0,0.7330382858376184,197.91278850361232,193,1017,2.1788423909357357,0.27235529886696697,RETURN
25986.230155855,-90.439453125,41.800000000000004,0.7295476273336299,193.43533814674544,199,1017,2.1897429678868288,0.2737178709858536,FORCE
25986.234173762,-88.76953125,41.400000000000006,0.7225663103256525,189.22653864158696,211,1017,2.1979184006001486,0.2747398000750186,FORCE
25986.238169864,-87.1435546875,41.300000000000004,0.7208209810736582,184.5500488957739,225,1017,2.2040499751351383,0.2755062468918923,FORCE
25986.242310714,-85.5615234375,39.400000000000006,0.6876597252857659,183.60596164462123,195,1017,2.2086486560363805,0.27608108200454756,FORCE
25986.246355156,-83.935546875,37.4,0.6527531402458793,182.73048246564207,197,1017,2.2120976667123124,0.27651220833903906,FORCE
25986.250368914,-82.353515625,37.300000000000004,0.651007810993885,178.18730394046827,184,1017,2.214684424719261,0.27683555308990765,FORCE
25986.25419305,-80.88134765625,36.9,0.6440264939859076,174.57401625554172,190,1017,2.2166244932244727,0.2770780616530591,FORCE
25986.258325963,-79.51904296875,36.2,0.6318091892219474,171.89109053484384,198,1017,2.218079544603382,0.27725994307542273,FORCE
25986.262369503,-77.958984375,36.6,0.6387905062299246,166.41530735517733,186,1017,2.219170833137563,0.2773963541421954,FORCE
25986.266183059,-76.48681640625,37.2,0.6492624817418906,160.80338250925072,178,1050,2.238017980722669,0.2797522475903336,FORCE
25986.270166214,-75.08056640625,38.1,0.6649704450098396,154.7898911783035,177,1050,2.252153341411499,0.28151916767643737,FORCE
25986.274160451,-73.63037109375,38.5,0.6719517620178169,149.64505715849447,188,1050,2.262754861928121,0.28284435774101513,FORCE
25986.278158306,-72.0703125,38.800000000000004,0.6771877497737999,144.3711179903823,166,1050,2.270706002315588,0.2838382502894485,FORCE
25986.282330706,-70.5322265625,38.5,0.6719517620178169,140.363891347102,160,1050,2.2766693576061874,0.2845836697007734,FORCE
25986.28630832,-68.8623046875,37.9,0.6614797865058508,136.5613032877834,161,1050,2.281141874074138,0.2851427342592672,FORCE
25986.290313277,-67.34619140625,37.9,0.6614797865058508,132.02067154031187,160,1050,2.2844962614251,0.2855620326781375,FORCE
25986.294312745,-65.830078125,37.7,0.6579891280018623,127.88050910082461,154,1050,2.287012051938322,0.28587650649229024,FORCE
25986.298327573,-64.3359375,37.2,0.6492624817418906,124.40677960080754,142,1050,2.2888988948232383,0.2861123618529048,FORCE
25986.302362321,-62.7978515625,37.2,0.6492624817418906,119.80174566718497,144,1050,2.290314026986926,0.28628925337336575,FORCE
25986.30618893,-61.32568359375,37.300000000000004,0.651007810993885,115.19442909920402,137,1050,2.2913753761096913,0.2864219220137114,FORCE
25986.310169043,-59.91943359375,37.4,0.6527531402458793,110.78571022552204,123,1050,2.292171387951765,0.28652142349397064,FORCE
25986.314191538,-58.46923828125,37.0,0.6457718232379019,107.24574764417702,152,1050,2.292768396833321,0.2865960496041651,FORCE
25986.318176265,-57.01904296875,36.2,0.6318091892219474,104.50616165951843,120,904,2.2134528973450145,0.2766816121681268,FORCE
25986.322167565,-55.634765625,34.6,0.6038839211900381,103.5648256403402,124,904,2.153966272728785,0.2692457840910981,FORCE
25986.326294907,-54.31640625,32.2,0.5619960191421741,104.4221464133453,111,904,2.1093513042666125,0.26366891303332657,FORCE
25986.33023771,-53.02001953125,30.700000000000003,0.5358160803622593,103.54529715458543,113,904,2.0758900779199836,0.25948625973999795,FORCE
25986.334216094,-51.8115234375,29.6,0.5166174585903216,102.1327056941217,118,904,2.0507941581600115,0.25634926977000144,FORCE
25986.338375524,-50.6689453125,29.6,0.5166174585903216,98.71897406670625,111,904,2.031972218340033,0.2539965272925041,FORCE
25986.342195558,-49.39453125,29.8,0.5201081170943103,94.50902982780175,115,904,2.0178557634750485,0.25223197043438106,FORCE
25986.346217336,-48.27392578125,30.0,0.5235987755982988,90.76169890360578,109,904,2.00726842232631,0.2509085527907888,FORCE
25986.350200708,-47.08740234375,30.0,0.5235987755982988,87.21695176152369,97,904,1.9993279164647568,0.2499159895580946,FORCE
25986.354188306,-45.9228515625,30.3,0.5288347633542818,83.13861534237819,101,904,1.9933725370685917,0.24917156713357397,FORCE
25986.358183284,-44.6923828125,30.8,0.5375614096142535,78.46303215822698,101,904,1.9889060025214678,0.24861325031518347,FORCE
25986.362280321,-43.43994140625,31.400000000000002,0.5480333851262195,73.52243880576546,97,904,1.9855561016111245,0.24819451270139056,FORCE
25986.36619634,-42.16552734375,30.3,0.5288347633542818,71.91564832650675,87,904,1.9830436759283674,0.24788045949104592,FORCE
25986.370203691,-40.95703125,30.200000000000003,0.5270894341022876,68.50747721702643,89,645,1.8396615255518238,0.22995769069397798,FORCE
25986.374200016,-39.70458984375,30.700000000000003,0.5358160803622593,63.76790164122744,100,645,1.732124912769416,0.216515614096177,FORCE
25986.378197629,-38.5400390625,29.8,0.5201081170943103,62.09248308805896,66,645,1.6514724531826102,0.20643405664782627,FORCE
25986.382364196,-37.353515625,30.0,0.5235987755982988,58.152438002377664,67,645,1.5909831084925057,0.1988728885615632,FORCE
25986.386171924,-36.0791015625,29.8,0.5201081170943103,54.74747442616495,64,645,1.5456160999749273,0.19320201249686592,FORCE
25986.390157259,-34.98046875,30.400000000000002,0.5305800926062763,50.27118367114985,66,645,1.5115908435867436,0.18894885544834294,FORCE
25986.394358864,-33.7939453125,30.0,0.5235987755982988,47.532814685080524,68,645,1.4860719012956058,0.18575898766195073,FORCE
25986.398162671,-32.54150390625,29.5,0.5148721293383273,44.795118569882305,71,645,1.4669326945772523,0.18336658682215654,FORCE
25986.402193643,-31.4208984375,29.6,0.5166174585903216,41.254589928065045,64,645,1.4525782895384876,0.18157228619231094,FORCE
25986.406317666,-30.1904296875,30.0,0.5235987755982988,36.785473076444205,77,645,1.441812485759414,0.18022656071992674,FORCE
25986.410329381,-28.93798828125,29.3,0.5113814708343386,34.4503140728303,48,645,1.4337381329251082,0.17921726661563853,FORCE
25986.414312483,-27.79541015625,28.400000000000002,0.4956735075663896,32.845062775685655,42,645,1.4276823682993791,0.1784602960374224,FORCE
25986.418383157,-26.6748046875,28.5,0.49741883681838395,29.30672086913114,43,645,1.4231405448300827,0.17789256810376033,FORCE
25986.422259859,-25.51025390625,27.6,0.48171087355043496,27.63587530442345,42,350,1.2585686939123943,0.1573210867390493,FORCE
25986.426294933,-24.3896484375,26.700000000000003,0.466002910282486,26.098285840149686,43,350,1.135139805724128,0.141892475715516,FORCE
25986.430173969,-23.4228515625,25.5,0.44505895925855404,25.616671215049465,40,350,1.0425681395829285,0.13032101744786606,RETURN
25986.434178407,-22.47802734375,25.5,0.44505895925855404,22.79677089463779,45,350,0.9731393899770285,0.12164242374712857,RETURN
25986.4382964,-21.4892578125,24.1,0.42062434973063345,22.640360508754,31,350,0.9210678277726038,0.11513347847157547,RETURN
25986.442298437,-20.50048828125,23.400000000000002,0.4084070449666731,21.078866515352225,36,350,0.8820141561192851,0.11025176951491064,RETURN
25986.446189631,-19.599609375,22.5,0.39269908169872414,20.176368631449037,35,350,0.8527239023792961,0.10659048779741201,RETURN
25986.450286633,-18.74267578125,21.200000000000003,0.37000980142279793,20.20067840049827,31,350,0.8307562120743044,0.10384452650928805,RETURN
25986.454298364,-17.90771484375,20.700000000000003,0.3612831551628263,18.68617970685409,31,350,0.8142804443455605,0.10178505554319506,RETURN
25986.458337023,-17.11669921875,18.900000000000002,0.3298672286269283,19.898559175928135,27,350,0.8019236185490027,0.10024045231862534,RETURN
25986.462196647,-16.34765625,18.8,0.32812189937493397,17.773033659187632,30,350,0.7926559992015844,0.09908199990019805,RETURN
25986.466217311,-15.62255859375,18.900000000000002,0.3298672286269283,15.373726773075653,34,350,0.7857052846910205,0.09821316058637757,RETURN
25986.470281668,-14.853515625,19.200000000000003,0.3351032163829113,12.437367288233489,30,350,0.7804922488080976,0.0975615311010122,RETURN
25986.474169905,-14.0625,19.3,0.3368485456349056,9.831820961593031,12,229,0.7104773075528492,0.08880966344410615,RETURN
25986.478193885,-13.3154296875,19.200000000000003,0.3351032163829113,7.752118253238919,35,229,0.6579661016114129,0.08224576270142661,RETURN
25986.48220363,-12.568359375,18.6,0.3246312408709453,6.667728294667668,4,229,0.6185826971553356,0.07732283714441696,RETURN
25986.486198103,-11.8212890625,18.6,0.3246312408709453,4.37871604855745,5,229,0.5890451438132779,0.07363064297665974,RETURN
25986.490299167,-11.07421875,18.400000000000002,0.3211405823669567,2.487350338023468,39,229,0.5668919788067344,0.0708614973508418,RETURN
25986.494300607,-10.3271484375,17.400000000000002,0.3036872898470134,2.1976043814986284,-5,229,0.5502771050518267,0.06878463813147834,RETURN
25986.498299103,-9.6240234375,18.2,0.317649923862968,-1.5598817944729646,9,229,0.5378159497356461,0.06722699371695576,RETURN
25986.502232397,-8.9208984375,17.5,0.30543261909900765,-2.316204968406673,33,229,0.5284700832485105,0.06605876040606382,RETURN
25986.506214279,-8.26171875,16.2,0.2827433388230814,-1.7408982716961106,5,229,0.5214606833831589,0.06518258542289486,RETURN
25986.510201214,-7.58056640625,17.1,0.2984513020910304,-5.6311933805805445,16,229,0.5162036334841451,0.06452545418551814,RETURN
25986.514194551,-6.92138671875,16.8,0.2932153143350474,-7.055271650240716,-1,229,0.5122608460598848,0.0640326057574856,RETURN
25986.51818599,-6.30615234375,14.5,0.2530727415391778,-4.347120345899569,-1,229,0.5093037554916896,0.0636629694364612,RETURN
25986.522200686,-5.712890625,15.5,0.27052603405912107,-8.172949429261386,17,229,0.5070859375655432,0.0633857421956929,RETURN
25986.526225613,-5.03173828125,17.1,0.2984513020910304,-13.462197078535183,21,59,0.4125475498373005,0.051568443729662565,RETURN
25986.530200624,-4.39453125,14.200000000000001,0.2478367537831948,-9.618676871649836,11,59,0.34164375904111854,0.04270546988013982,RETURN
25986.534202565,-3.97705078125,9.4,0.16406094968746698,-1.3159218432797637,-9,59,0.2884659159439821,0.03605823949299776,RETURN
25986.538405644,-3.66943359375,7.9,0.13788101090755203,0.7145478224434321,25,59,0.24858253362112975,0.03107281670264122,RETURN
25986.542185117,-3.1640625,13.3,0.23212879051524585,-11.64318688282992,17,59,0.21866999687899044,0.027333749609873805,RETURN
25986.546181404,-2.6806640625,13.100000000000001,0.22863813201125718,-12.73705861995317,8,59,0.196235594322386,0.02452944929029825,RETURN
25986.550310588,-2.21923828125,10.5,0.1832595714594046,-8.96610415707187,14,59,0.17940979240493263,0.02242622405061658,RETURN
25986.554162298,-1.86767578125,8.1,0.1413716694115407,-5.262206637306308,-2,59,0.16679044096684262,0.020848805120855327,RETURN
25986.558296203,-1.5380859375,8.1,0.1413716694115407,-6.2950830003602505,10,59,0.15732592738827514,0.019665740923534392,RETURN
25986.562189799,-1.142578125,9.3,0.16231562043547265,-9.922805816758402,-2,59,0.15022754220434953,0.01877844277554369,RETURN
25986.566234994,-0.791015625,9.0,0.15707963267948966,-10.41996349390479,-4,59,0.1449037533164053,0.01811296916455066,RETURN
25986.570342769,-0.439453125,8.6,0.15009831567151233,-10.717429277561074,-10,59,0.1409109116504471,0.01761386395630589,RETURN
25986.574219774,-0.1318359375,7.0,0.12217304763960307,-8.480324186505829,-3,59,0.1379162804009785,0.017239535050122313,RETURN
25986.578193153,0.10986328125,6.5,0.11344640137963143,-8.246142365810506,5,0,0.10343721030073387,0.012929651287591734,RETURN
25986.582202424,0.3515625,5.2,0.09075712110370514,-6.412001859172659,-5,0,0.07757790772555041,0.009697238465693802,RETURN
25986.586285694,0.52734375,4.3,0.07504915783575616,-5.180526903162701,-29,0,0.05818343079416281,0.007272928849270352,RETURN
25986.590160389,0.68115234375,3.9000000000000004,0.06806784082777886,-4.880711292195906,-31,0,0.043637573095622106,0.005454696636952763,RETURN
25986.594177059,0.8349609375,3.9000000000000004,0.06806784082777886,-5.382004497283776,1,0,0.03272817982171657,0.004091022477714572,RETURN
25986.598279843,1.0107421875,4.1000000000000005,0.07155849933176751,-6.34974326007065,-1,0,0.02454613486628743,0.003068266858285929,RETURN
25986.602324329,1.142578125,3.0,0.05235987755982989,-4.584745343282235,0,0,0.01840960114971557,0.0023012001437144464,RETURN
25986.606353242,1.25244140625,2.8000000000000003,0.04886921905584123,-4.5533591499803165,8,0,0.01380720086228668,0.001725900107785835,RETURN
25986.610352961,1.34033203125,2.1,0.03665191429188092,-3.455460045699164,-15,0,0.01035540064671501,0.0012944250808393763,RETURN
25986.614453993,1.38427734375,1.6,0.027925268031909273,-2.6263832148432744,-30,0,0.007766550485036258,0.0009708188106295323,RETURN
25986.618380036,1.40625,0.0,0.0,0.4705863338054861,0,0,0.005824912863777193,0.0007281141079721491,RETURN
25986.622370349,1.42822265625,0.0,0.0,0.3672445256039407,-5,0,0.004368684647832895,0.0005460855809791119,RETURN
25986.626357677,1.40625,-1.6,-0.027925268031909273,3.5960650924673088,-10,0,0.0032765134858746717,0.00040956418573433396,RETURN
25986.630266456,1.38427734375,-1.6,-0.027925268031909273,3.6259064765802806,-6,0,0.0024573851144060036,0.00030717313930075045,RETURN
25986.634248283,1.3623046875,0.0,0.0,0.45536095608322213,1,0,0.0018430388358045028,0.00023037985447556285,RETURN
