time_ms,phase,raw,ac,rect,envelope
1586,RELAX1,18,0,0,0.00
1591,RELAX1,43,0,0,0.00
1596,RELAX1,23,0,0,0.00
1601,RELAX1,33,0,0,0.00
1606,RELAX1,19,0,0,0.00
1611,RELAX1,40,0,0,0.00
1616,RELAX1,29,0,0,0.00
1622,RELAX1,34,0,0,0.00
1627,RELAX1,19,0,0,0.00
1632,RELAX1,37,0,0,0.00
1637,RELAX1,35,0,0,0.00
1642,RELAX1,34,0,0,0.00
1647,RELAX1,21,0,0,0.00
1652,RELAX1,36,0,0,0.00
1657,RELAX1,39,0,0,0.00
1662,RELAX1,30,0,0,0.00
1667,RELAX1,19,0,0,0.00
1672,RELAX1,38,0,0,0.00
1677,RELAX1,32,0,0,0.00
1682,RELAX1,35,0,0,0.00
1687,RELAX1,22,0,0,0.00
1692,RELAX1,34,0,0,0.00
1697,RELAX1,36,0,0,0.00
1702,RELAX1,30,0,0,0.00
1707,RELAX1,19,0,0,0.00
1712,RELAX1,40,0,0,0.00
1717,RELAX1,36,0,0,0.00
1722,RELAX1,37,0,0,0.00
1727,RELAX1,20,0,0,0.00
1732,RELAX1,34,0,0,0.00
1737,RELAX1,36,0,0,0.00
1742,RELAX1,29,0,0,0.00
1747,RELAX1,22,0,0,0.00
1752,RELAX1,40,0,0,0.00
1757,RELAX1,34,0,0,0.00
1762,RELAX1,36,0,0,0.00
1767,RELAX1,20,0,0,0.00
1772,RELAX1,38,0,0,0.00
1777,RELAX1,38,0,0,0.00
1782,RELAX1,33,0,0,0.00
1787,RELAX1,22,0,0,0.00
1792,RELAX1,37,0,0,0.00
1797,RELAX1,32,0,0,0.00
1802,RELAX1,36,0,0,0.00
1807,RELAX1,20,0,0,0.00
1812,RELAX1,34,0,0,0.00
1817,RELAX1,42,0,0,0.00
1822,RELAX1,36,0,0,0.00
1827,RELAX1,21,0,0,0.00
1832,RELAX1,33,0,0,0.00
1837,RELAX1,31,0,0,0.00
1842,RELAX1,35,0,0,0.00
1847,RELAX1,20,0,0,0.00
1852,RELAX1,36,0,0,0.00
1857,RELAX1,33,0,0,0.00
1862,RELAX1,35,0,0,0.00
1867,RELAX1,22,0,0,0.00
1872,RELAX1,35,0,0,0.00
1878,RELAX1,40,0,0,0.00
1883,RELAX1,31,0,0,0.00
1888,RELAX1,24,0,0,0.00
1893,RELAX1,30,0,0,0.00
1898,RELAX1,41,0,0,0.00
1903,RELAX1,30,0,0,0.00
1908,RELAX1,28,0,0,0.00
1913,RELAX1,26,0,0,0.00
1918,RELAX1,45,0,0,0.00
1923,RELAX1,32,0,0,0.00
1928,RELAX1,25,0,0,0.00
1933,RELAX1,30,0,0,0.00
1938,RELAX1,46,0,0,0.00
1943,RELAX1,29,0,0,0.00
1948,RELAX1,27,0,0,0.00
1953,RELAX1,29,0,0,0.00
1958,RELAX1,44,0,0,0.00
1963,RELAX1,32,0,0,0.00
1968,RELAX1,24,0,0,0.00
1973,RELAX1,33,0,0,0.00
1978,RELAX1,41,0,0,0.00
1983,RELAX1,29,0,0,0.00
1988,RELAX1,25,0,0,0.00
1993,RELAX1,28,0,0,0.00
1998,RELAX1,43,0,0,0.00
2003,RELAX1,29,0,0,0.00
2008,RELAX1,22,0,0,0.00
2013,RELAX1,32,0,0,0.00
2018,RELAX1,40,0,0,0.00
2023,RELAX1,30,0,0,0.00
2028,RELAX1,26,0,0,0.00
2033,RELAX1,26,0,0,0.00
2038,RELAX1,42,0,0,0.00
2043,RELAX1,27,0,0,0.00
2048,RELAX1,22,0,0,0.00
2053,RELAX1,31,0,0,0.00
2058,RELAX1,43,0,0,0.00
2063,RELAX1,31,0,0,0.00
2068,RELAX1,26,0,0,0.00
2073,RELAX1,28,0,0,0.00
2078,RELAX1,45,0,0,0.00
2083,RELAX1,27,0,0,0.00
2088,RELAX1,29,0,0,0.00
2093,RELAX1,34,0,0,0.00
2098,RELAX1,38,0,0,0.00
2103,RELAX1,32,0,0,0.00
2108,RELAX1,25,0,0,0.00
2113,RELAX1,29,0,0,0.00
2118,RELAX1,48,0,0,0.00
2123,RELAX1,30,0,0,0.00
2128,RELAX1,30,0,0,0.00
2134,RELAX1,27,0,0,0.00
2139,RELAX1,44,0,0,0.00
2144,RELAX1,29,0,0,0.00
2149,RELAX1,30,0,0,0.00
2154,RELAX1,21,0,0,0.00
2159,RELAX1,46,0,0,0.00
2164,RELAX1,22,0,0,0.00
2169,RELAX1,32,0,0,0.00
2174,RELAX1,20,0,0,0.00
2179,RELAX1,43,0,0,0.00
2184,RELAX1,26,0,0,0.00
2189,RELAX1,28,0,0,0.00
2194,RELAX1,22,0,0,0.00
2199,RELAX1,43,0,0,0.00
2204,RELAX1,27,0,0,0.00
2209,RELAX1,32,0,0,0.00
2214,RELAX1,19,0,0,0.00
2219,RELAX1,44,0,0,0.00
2224,RELAX1,25,0,0,0.00
2229,RELAX1,31,0,0,0.00
2234,RELAX1,24,0,0,0.00
2239,RELAX1,44,0,0,0.00
2244,RELAX1,26,0,0,0.00
2249,RELAX1,34,0,0,0.00
2254,RELAX1,20,0,0,0.00
2259,RELAX1,41,0,0,0.00
2264,RELAX1,27,0,0,0.00
2269,RELAX1,31,0,0,0.00
2274,RELAX1,24,0,0,0.00
2279,RELAX1,45,0,0,0.00
2284,RELAX1,23,0,0,0.00
2289,RELAX1,36,0,0,0.00
2294,RELAX1,20,0,0,0.00
2299,RELAX1,40,0,0,0.00
2304,RELAX1,30,0,0,0.00
2309,RELAX1,28,0,0,0.00
2314,RELAX1,24,0,0,0.00
2319,RELAX1,47,0,0,0.00
2324,RELAX1,24,0,0,0.00
2329,RELAX1,34,0,0,0.00
2334,RELAX1,21,0,0,0.00
2339,RELAX1,40,0,0,0.00
2344,RELAX1,25,0,0,0.00
2349,RELAX1,29,0,0,0.00
2354,RELAX1,27,0,0,0.00
2359,RELAX1,44,0,0,0.00
2364,RELAX1,28,0,0,0.00
2369,RELAX1,30,0,0,0.00
2374,RELAX1,21,0,0,0.00
2379,RELAX1,46,0,0,0.00
2384,RELAX1,24,0,0,0.00
2390,RELAX1,37,0,0,0.00
2395,RELAX1,19,0,0,0.00
2400,RELAX1,46,0,0,0.00
2405,RELAX1,21,0,0,0.00
2410,RELAX1,38,0,0,0.00
2415,RELAX1,21,0,0,0.00
2420,RELAX1,42,0,0,0.00
2425,RELAX1,19,0,0,0.00
2430,RELAX1,39,0,0,0.00
2435,RELAX1,19,0,0,0.00
2440,RELAX1,43,0,0,0.00
2445,RELAX1,20,0,0,0.00
2450,RELAX1,35,0,0,0.00
2455,RELAX1,18,0,0,0.00
2460,RELAX1,45,0,0,0.00
2465,RELAX1,20,0,0,0.00
2470,RELAX1,39,0,0,0.00
2475,RELAX1,19,0,0,0.00
2480,RELAX1,42,0,0,0.00
2485,RELAX1,24,0,0,0.00
2490,RELAX1,35,0,0,0.00
2495,RELAX1,21,0,0,0.00
2500,RELAX1,46,0,0,0.00
2505,RELAX1,21,0,0,0.00
2510,RELAX1,37,0,0,0.00
2515,RELAX1,18,0,0,0.00
2520,RELAX1,40,0,0,0.00
2525,RELAX1,19,0,0,0.00
2530,RELAX1,39,0,0,0.00
2535,RELAX1,18,0,0,0.00
2540,RELAX1,42,0,0,0.00
2545,RELAX1,22,0,0,0.00
2550,RELAX1,39,0,0,0.00
2555,RELAX1,23,0,0,0.00
2560,RELAX1,43,0,0,0.00
2565,RELAX1,23,0,0,0.00
2570,RELAX1,37,0,0,0.00
2575,RELAX1,18,0,0,0.00
2580,RELAX1,44,0,0,0.00
2585,RELAX1,21,0,0,0.00
2590,RELAX1,35,0,0,0.00
2595,RELAX1,20,0,0,0.00
2600,RELAX1,40,0,0,0.00
2605,RELAX1,24,0,0,0.00
2610,RELAX1,35,0,0,0.00
2615,RELAX1,19,0,0,0.00
2620,RELAX1,42,0,0,0.00
2625,RELAX1,20,0,0,0.00
2630,RELAX1,33,0,0,0.00
2635,RELAX1,21,0,0,0.00
2640,RELAX1,39,0,0,0.00
2646,RELAX1,20,0,0,0.00
2651,RELAX1,40,0,0,0.00
2656,RELAX1,23,0,0,0.00
2661,RELAX1,39,0,0,0.00
2666,RELAX1,18,0,0,0.00
2671,RELAX1,38,0,0,0.00
2676,RELAX1,26,0,0,0.00
2681,RELAX1,35,0,0,0.00
2686,RELAX1,19,0,0,0.00
2691,RELAX1,41,0,0,0.00
2696,RELAX1,19,0,0,0.00
2701,RELAX1,38,0,0,0.00
2706,RELAX1,20,0,0,0.00
2711,RELAX1,40,0,0,0.00
2716,RELAX1,26,0,0,0.00
2721,RELAX1,37,0,0,0.00
2726,RELAX1,19,0,0,0.00
2731,RELAX1,37,0,0,0.00
2736,RELAX1,21,0,0,0.00
2741,RELAX1,39,0,0,0.00
2746,RELAX1,19,0,0,0.00
2751,RELAX1,41,0,0,0.00
2756,RELAX1,26,0,0,0.00
2761,RELAX1,38,0,0,0.00
2766,RELAX1,20,0,0,0.00
2771,RELAX1,42,0,0,0.00
2776,RELAX1,24,0,0,0.00
2781,RELAX1,36,0,0,0.00
2786,RELAX1,19,0,0,0.00
2791,RELAX1,42,0,0,0.00
2796,RELAX1,22,0,0,0.00
2801,RELAX1,37,0,0,0.00
2806,RELAX1,19,0,0,0.00
2811,RELAX1,41,0,0,0.00
2816,RELAX1,24,0,0,0.00
2821,RELAX1,42,0,0,0.00
2826,RELAX1,18,0,0,0.00
2831,RELAX1,40,0,0,0.00
2836,RELAX1,25,0,0,0.00
2841,RELAX1,37,0,0,0.00
2846,RELAX1,19,0,0,0.00
2851,RELAX1,41,0,0,0.00
2856,RELAX1,29,0,0,0.00
2861,RELAX1,39,0,0,0.00
2866,RELAX1,19,0,0,0.00
2871,RELAX1,41,0,0,0.00
2876,RELAX1,23,0,0,0.00
2881,RELAX1,39,0,0,0.00
2886,RELAX1,19,0,0,0.00
2891,RELAX1,39,0,0,0.00
2896,RELAX1,28,0,0,0.00
2902,RELAX1,35,0,0,0.00
2907,RELAX1,20,0,0,0.00
2912,RELAX1,41,0,0,0.00
2917,RELAX1,32,0,0,0.00
2922,RELAX1,36,0,0,0.00
2927,RELAX1,21,0,0,0.00
2932,RELAX1,36,0,0,0.00
2937,RELAX1,34,0,0,0.00
2942,RELAX1,32,0,0,0.00
2947,RELAX1,19,0,0,0.00
2952,RELAX1,39,0,0,0.00
2957,RELAX1,32,0,0,0.00
2962,RELAX1,33,0,0,0.00
2967,RELAX1,20,0,0,0.00
2972,RELAX1,35,0,0,0.00
2977,RELAX1,38,0,0,0.00
2982,RELAX1,35,0,0,0.00
2987,RELAX1,19,0,0,0.00
2992,RELAX1,39,0,0,0.00
2997,RELAX1,33,0,0,0.00
3002,RELAX1,37,0,0,0.00
3007,RELAX1,20,0,0,0.00
3012,RELAX1,38,0,0,0.00
3017,RELAX1,35,0,0,0.00
3022,RELAX1,31,0,0,0.00
3027,RELAX1,23,0,0,0.00
3032,RELAX1,38,0,0,0.00
3037,RELAX1,31,0,0,0.00
3042,RELAX1,37,0,0,0.00
3047,RELAX1,19,0,0,0.00
3052,RELAX1,38,0,0,0.00
3057,RELAX1,39,0,0,0.00
3062,RELAX1,34,0,0,0.00
3067,RELAX1,22,0,0,0.00
3072,RELAX1,41,0,0,0.00
3077,RELAX1,30,0,0,0.00
3082,RELAX1,36,0,0,0.00
3087,RELAX1,19,0,0,0.00
3092,RELAX1,36,0,0,0.00
3097,RELAX1,31,0,0,0.00
3102,RELAX1,35,0,0,0.00
3107,RELAX1,21,0,0,0.00
3112,RELAX1,36,0,0,0.00
3117,RELAX1,34,0,0,0.00
3122,RELAX1,39,0,0,0.00
3127,RELAX1,19,0,0,0.00
3132,RELAX1,36,0,0,0.00
3137,RELAX1,32,0,0,0.00
3142,RELAX1,35,0,0,0.00
3147,RELAX1,20,0,0,0.00
3152,RELAX1,34,0,0,0.00
3158,RELAX1,36,0,0,0.00
3163,RELAX1,31,0,0,0.00
3168,RELAX1,23,0,0,0.00
3173,RELAX1,30,0,0,0.00
3178,RELAX1,44,0,0,0.00
3183,RELAX1,31,0,0,0.00
3188,RELAX1,25,0,0,0.00
3193,RELAX1,28,0,0,0.00
3198,RELAX1,46,0,0,0.00
3203,RELAX1,32,0,0,0.00
3208,RELAX1,23,0,0,0.00
3213,RELAX1,35,0,0,0.00
3218,RELAX1,39,0,0,0.00
3223,RELAX1,29,0,0,0.00
3228,RELAX1,25,0,0,0.00
3233,RELAX1,27,0,0,0.00
3238,RELAX1,44,0,0,0.00
3243,RELAX1,35,0,0,0.00
3248,RELAX1,22,0,0,0.00
3253,RELAX1,34,0,0,0.00
3258,RELAX1,42,0,0,0.00
3263,RELAX1,30,0,0,0.00
3268,RELAX1,25,0,0,0.00
3273,RELAX1,29,0,0,0.00
3278,RELAX1,41,0,0,0.00
3283,RELAX1,27,0,0,0.00
3288,RELAX1,22,0,0,0.00
3293,RELAX1,33,0,0,0.00
3298,RELAX1,41,0,0,0.00
3303,RELAX1,31,0,0,0.00
3308,RELAX1,24,0,0,0.00
3313,RELAX1,29,0,0,0.00
3318,RELAX1,45,0,0,0.00
3323,RELAX1,32,0,0,0.00
3328,RELAX1,21,0,0,0.00
3333,RELAX1,35,0,0,0.00
3338,RELAX1,42,0,0,0.00
3343,RELAX1,33,0,0,0.00
3348,RELAX1,24,0,0,0.00
3353,RELAX1,32,0,0,0.00
3358,RELAX1,44,0,0,0.00
3363,RELAX1,31,0,0,0.00
3368,RELAX1,25,0,0,0.00
3373,RELAX1,35,0,0,0.00
3378,RELAX1,39,0,0,0.00
3383,RELAX1,30,0,0,0.00
3388,RELAX1,25,0,0,0.00
3393,RELAX1,33,0,0,0.00
3398,RELAX1,43,0,0,0.00
3403,RELAX1,33,0,0,0.00
3408,RELAX1,25,0,0,0.00
3414,RELAX1,27,0,0,0.00
3419,RELAX1,44,0,0,0.00
3424,RELAX1,25,0,0,0.00
3429,RELAX1,30,0,0,0.00
3434,RELAX1,23,0,0,0.00
3439,RELAX1,42,0,0,0.00
3444,RELAX1,23,0,0,0.00
3449,RELAX1,31,0,0,0.00
3454,RELAX1,19,0,0,0.00
3459,RELAX1,40,0,0,0.00
3464,RELAX1,26,0,0,0.00
3469,RELAX1,27,0,0,0.00
3474,RELAX1,24,0,0,0.00
3479,RELAX1,46,0,0,0.00
3484,RELAX1,26,0,0,0.00
3489,RELAX1,33,0,0,0.00
3494,RELAX1,21,0,0,0.00
3499,RELAX1,42,0,0,0.00
3504,RELAX1,28,0,0,0.00
3509,RELAX1,27,0,0,0.00
3514,RELAX1,23,0,0,0.00
3519,RELAX1,45,0,0,0.00
3524,RELAX1,24,0,0,0.00
3529,RELAX1,28,0,0,0.00
3534,RELAX1,21,0,0,0.00
3539,RELAX1,43,0,0,0.00
3544,RELAX1,28,0,0,0.00
3549,RELAX1,27,0,0,0.00
3554,RELAX1,27,0,0,0.00
3559,RELAX1,45,0,0,0.00
3564,RELAX1,27,0,0,0.00
3569,RELAX1,30,0,0,0.00
3574,RELAX1,23,0,0,0.00
3579,RELAX1,43,0,0,0.00
3584,RELAX1,29,0,0,0.00
3589,RELAX1,29,0,0,0.00
3594,RELAX1,28,0,0,0.00
3599,RELAX1,44,0,0,0.00
3604,RELAX1,26,0,0,0.00
3609,RELAX1,34,0,0,0.00
3614,RELAX1,21,0,0,0.00
3619,RELAX1,45,0,0,0.00
3624,RELAX1,24,0,0,0.00
3629,RELAX1,25,0,0,0.00
3634,RELAX1,27,0,0,0.00
3639,RELAX1,45,0,0,0.00
3644,RELAX1,26,0,0,0.00
3649,RELAX1,30,0,0,0.00
3654,RELAX1,21,0,0,0.00
3659,RELAX1,45,0,0,0.00
3664,RELAX1,21,0,0,0.00
3670,RELAX1,34,0,0,0.00
3675,RELAX1,22,0,0,0.00
3680,RELAX1,42,0,0,0.00
3685,RELAX1,22,0,0,0.00
3690,RELAX1,37,0,0,0.00
3695,RELAX1,18,0,0,0.00
3700,RELAX1,41,0,0,0.00
3705,RELAX1,20,0,0,0.00
3710,RELAX1,38,0,0,0.00
3715,RELAX1,20,0,0,0.00
3720,RELAX1,43,0,0,0.00
3725,RELAX1,24,0,0,0.00
3730,RELAX1,38,0,0,0.00
3735,RELAX1,19,0,0,0.00
3740,RELAX1,43,0,0,0.00
