
t_s,q_deg,dq_deg_s,omega_rad_s,I_cmd_A,I_meas_A,emg_phase,emg_raw,emg_ac,emg_rect,emg_env,emg_env_f,mode
5621.977338764,0.02197265625,0.0,0.0,-0.06591796875,-7,RELAX1,123,0,0,0.0,0.0,RELAX
5621.981328782,0.02197265625,0.0,0.0,-0.06591796875,-5,RELAX1,123,0,0,0.0,0.0,RELAX
5621.985336444,0.02197265625,0.0,0.0,-0.06591796875,-9,RELAX1,123,0,0,0.0,0.0,RELAX
5621.989344497,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,166,21,21,1.05,0.15750000000000003,RELAX
5621.993333635,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,43,-102,102,6.15,1.0563750000000003,RELAX
5621.997339749,0.02197265625,0.0,0.0,-0.06591796875,10,PREPARE,256,111,111,11.7,2.6529187500000004,RELAX
5622.001344739,0.02197265625,0.0,0.0,-0.06591796875,26,PREPARE,83,-62,62,14.8,4.474980937500002,RELAX
5622.005338713,0.02197265625,0.0,0.0,-0.06591796875,-3,PREPARE,178,33,33,16.45,6.271233796875002,RELAX
5622.009340062,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,52,-93,93,21.1,8.495548727343753,RELAX
5622.013333537,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,252,107,107,26.45,11.18871641824219,RELAX
5622.017331582,0.02197265625,0.0,0.0,-0.06591796875,15,PREPARE,112,-33,33,28.1,13.725408955505863,RELAX
5622.02133359,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,124,-21,21,29.15,16.039097612179983,RELAX
5622.025331601,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,58,-87,87,33.5,18.658232970352984,RELAX
5622.029332429,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,236,91,91,38.05,21.566998024800036,RELAX
5622.033332463,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,90,-55,55,40.8,24.45194832108003,RELAX
5622.037344246,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,166,21,21,41.0,26.93415607291803,RELAX
5622.041425392,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,166,21,21,41.0,29.044032661980324,RELAX
5622.045356457,0.02197265625,0.0,0.0,-0.06591796875,-8,PREPARE,34,-111,111,47.4,31.797427762683277,RELAX
5622.049360552,0.02197265625,0.0,0.0,-0.06591796875,-14,PREPARE,256,111,111,52.95,34.97031359828079,RELAX
5622.05333426,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,49,-96,96,57.75,38.38726655853867,RELAX
5622.057334723,0.02197265625,0.0,0.0,-0.06591796875,11,PREPARE,143,-2,2,57.85,41.30667657475787,RELAX
5622.061334257,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,143,-2,2,57.85,43.78817508854419,RELAX
5622.065341265,0.02197265625,0.0,0.0,-0.06591796875,0,PREPARE,143,-2,2,57.85,45.897448825262565,RELAX
5622.069335895,0.02197265625,0.0,0.0,-0.06591796875,-3,PREPARE,218,73,73,65.8,48.88283150147318,RELAX
5622.073347171,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,106,-39,39,67.75,51.712906776252204,RELAX
5622.077339645,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,141,-4,4,66.9,53.990970759814374,RELAX
5622.081347213,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,141,-4,4,66.9,55.92732514584222,RELAX
5622.085334238,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,44,-101,101,66.85,57.56572637396589,RELAX
5622.08934518,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,255,110,110,66.8,58.95086741787101,RELAX
5622.093338838,0.02197265625,0.0,0.0,-0.06591796875,25,PREPARE,52,-93,93,68.35,60.360737305190355,RELAX
5622.097339956,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,179,34,34,68.4,61.56662670941181,RELAX
5622.101336486,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,179,34,34,68.4,62.59163270300003,RELAX
5622.105328927,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,179,34,34,68.4,63.462887797550025,RELAX
5622.109333661,0.02197265625,0.0,0.0,-0.06591796875,27,PREPARE,214,69,69,66.6,63.93345462791752,RELAX
5622.113339768,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,100,-45,45,67.2,64.42343643372989,RELAX
5622.117345198,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,137,-8,8,66.55,64.74242096867042,RELAX
5622.121346983,0.02197265625,0.0,0.0,-0.06591796875,-2,PREPARE,137,-8,8,66.55,65.01355782336985,RELAX
5622.12534751,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,137,-8,8,66.55,65.24402414986437,RELAX
5622.129426039,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,265,120,120,69.15,65.82992052738472,RELAX
5622.13329606,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,51,-94,94,71.1,66.62043244827701,RELAX
5622.137295487,0.02197265625,0.0,0.0,-0.06591796875,8,PREPARE,51,-94,94,71.1,67.29236758103546,RELAX
5622.141295722,0.02197265625,0.0,0.0,-0.06591796875,6,PREPARE,51,-94,94,71.1,67.86351244388014,RELAX
5622.145296034,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,52,-93,93,72.85,68.61148557729811,RELAX
5622.149296028,0.02197265625,0.0,0.0,-0.06591796875,25,PREPARE,196,51,51,69.85,68.7972627407034,RELAX
5622.153297718,0.02197265625,0.0,0.0,-0.06591796875,33,PREPARE,112,-33,33,66.7,68.4826733295979,RELAX
5622.157295883,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,120,-25,25,67.0,68.26027233015822,RELAX
5622.161340902,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,120,-25,25,67.0,68.07123148063448,RELAX
5622.165355222,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,52,-93,93,68.2,68.0905467585393,RELAX
5622.16929344,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,264,119,119,70.5,68.4519647447584,RELAX
5622.173340014,0.02197265625,0.0,0.0,-0.06591796875,-3,PREPARE,48,-97,97,73.4,69.19417003304464,RELAX
5622.177339317,0.02197265625,0.0,0.0,-0.06591796875,11,PREPARE,48,-97,97,73.4,69.82504452808794,RELAX
5622.181337657,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,48,-97,97,73.4,70.36128784887475,RELAX
5622.185329682,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,43,-102,102,77.65,71.45459467154355,RELAX
5622.189342631,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,283,138,138,79.05,72.59390547081202,RELAX
5622.193338235,0.02197265625,0.0,0.0,-0.06591796875,-23,PREPARE,41,-104,104,79.6,73.64481965019021,RELAX
5622.197302339,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,41,-104,104,79.6,74.53809670266168,RELAX
5622.2013148,0.02197265625,0.0,0.0,-0.06591796875,-14,PREPARE,164,19,19,78.85,75.18488219726243,RELAX
5622.20534443,0.02197265625,0.0,0.0,-0.06591796875,-2,PREPARE,54,-91,91,78.65,75.70464986767307,RELAX
5622.209346166,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,280,135,135,81.95,76.64145238752211,RELAX
5622.213339504,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,68,-77,77,83.0,77.59523452939379,RELAX
5622.217344821,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,68,-77,77,83.0,78.40594934998472,RELAX
5622.221335954,0.02197265625,0.0,0.0,-0.06591796875,3,PREPARE,165,20,20,84.15,79.26755694748701,RELAX
5622.225329137,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,52,-93,93,83.3,79.87242340536396,RELAX
5622.229340108,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,266,121,121,83.35,80.39405989455936,RELAX
5622.233337113,0.02197265625,0.0,0.0,-0.06591796875,-19,PREPARE,50,-95,95,83.4,80.84495091037546,RELAX
5622.237302462,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,50,-95,95,83.4,81.22820827381915,RELAX
5622.241298721,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,50,-95,95,83.4,81.55397703274627,RELAX
5622.24534886,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,45,-100,100,81.25,81.50838047783434,RELAX
5622.249352302,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,279,134,134,85.4,82.09212340615919,RELAX
5622.253340758,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,51,-94,94,88.0,82.97830489523531,RELAX
5622.25732974,0.02197265625,0.0,0.0,-0.06591796875,-1,PREPARE,51,-94,94,88.0,83.73155916095001,RELAX
5622.261336336,0.02197265625,0.0,0.0,-0.06591796875,2,PREPARE,158,13,13,87.85,84.3493252868075,RELAX
5622.265329924,0.02197265625,0.0,0.0,-0.06591796875,3,PREPARE,42,-103,103,88.35,84.94942649378638,RELAX
5622.269330296,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,280,135,135,89.15,85.57951251971842,RELAX
5622.27334159,0.02197265625,0.0,0.0,-0.06591796875,11,PREPARE,48,-97,97,89.15,86.11508564176066,RELAX
5622.277302646,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,48,-97,97,89.15,86.57032279549657,RELAX
5622.281300239,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,48,-97,97,89.15,86.95727437617208,RELAX
5622.285342976,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,41,-104,104,86.8,86.93368321974626,RELAX
5622.289347638,0.02197265625,0.0,0.0,-0.06591796875,-20,PREPARE,284,139,139,86.85,86.92113073678432,RELAX
5622.293335313,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,49,-96,96,86.4,86.84296112626667,RELAX
5622.297335954,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,49,-96,96,86.4,86.77651695732668,RELAX
5622.301336471,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,177,32,32,87.1,86.82503941372767,RELAX
5622.30534031,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,45,-100,100,87.55,86.93378350166851,RELAX
5622.309330779,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,268,123,123,86.95,86.93621597641824,RELAX
5622.313330885,0.02197265625,0.0,0.0,-0.06591796875,-14,PREPARE,47,-98,98,88.0,87.09578357995551,RELAX
5622.31735059,0.02197265625,0.0,0.0,-0.06591796875,10,PREPARE,47,-98,98,88.0,87.23141604296218,RELAX
5622.321338632,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,47,-98,98,88.0,87.34670363651786,RELAX
5622.325341222,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,47,-98,98,89.7,87.69969809104018,RELAX
5622.329339591,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,272,127,127,90.0,88.04474337738415,RELAX
5622.333338706,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,53,-92,92,89.85,88.31553187077654,RELAX
5622.337335365,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,53,-92,92,89.85,88.54570209016006,RELAX
5622.341331922,0.02197265625,0.0,0.0,-0.06591796875,-2,PREPARE,172,27,27,90.0,88.76384677663606,RELAX
5622.345334168,0.02197265625,0.0,0.0,-0.06591796875,-17,PREPARE,41,-104,104,90.2,88.97926976014065,RELAX
5622.34934342,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,251,106,106,88.8,88.95237929611956,RELAX
5622.35333301,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,56,-89,89,88.55,88.89202240170162,RELAX
5622.357340156,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,56,-89,89,88.55,88.84071904144638,RELAX
5622.361359169,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,56,-89,89,88.55,88.79711118522941,RELAX
5622.365345891,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,43,-102,102,90.3,89.022544507445,RELAX
5622.369340265,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,279,134,134,90.25,89.20666283132826,RELAX
5622.373335354,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,51,-94,94,90.1,89.34066340662902,RELAX
5622.377331197,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,51,-94,94,90.1,89.45456389563466,RELAX
5622.381331625,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,161,16,16,88.95,89.37887931128947,RELAX
5622.385331286,0.02197265625,0.0,0.0,-0.06591796875,-8,PREPARE,49,-96,96,88.55,89.25454741459605,RELAX
5622.389334113,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,284,139,139,88.55,89.14886530240663,RELAX
5622.393302254,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,284,139,139,88.55,89.05903550704564,RELAX
5622.397296058,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,284,139,139,88.55,88.9826801809888,RELAX
5622.40129489,0.02197265625,0.0,0.0,-0.06591796875,3,PREPARE,203,58,58,88.05,88.84277815384047,RELAX
5622.405296507,0.02197265625,0.0,0.0,-0.06591796875,26,PREPARE,46,-99,99,88.0,88.7163614307644,RELAX
5622.409294144,0.02197265625,0.0,0.0,-0.06591796875,8,PREPARE,280,135,135,88.6,88.69890721614973,RELAX
5622.413337605,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,52,-93,93,88.35,88.64657113372726,RELAX
5622.417328555,0.02197265625,0.0,0.0,-0.06591796875,21,PREPARE,52,-93,93,88.35,88.60208546366817,RELAX
5622.421329941,0.02197265625,0.0,0.0,-0.06591796875,2,PREPARE,162,17,17,86.75,88.32427264411795,RELAX
5622.425331271,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,42,-103,103,87.0,88.12563174750025,RELAX
5622.429330692,0.02197265625,0.0,0.0,-0.06591796875,2,PREPARE,281,136,136,87.45,88.02428698537521,RELAX
5622.433336839,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,281,136,136,87.45,87.93814393756894,RELAX
5622.437348,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,281,136,136,87.45,87.8649223469336,RELAX
5622.441403239,0.02197265625,0.0,0.0,-0.06591796875,21,PREPARE,135,-10,10,84.4,87.34518399489355,RELAX
5622.445353413,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,49,-96,96,84.0,86.84340639565951,RELAX
5622.449339956,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,264,119,119,84.65,86.5143954363106,RELAX
5622.45333842,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,264,119,119,84.65,86.23473612086401,RELAX
5622.457341587,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,93,-52,52,82.8,85.71952570273442,RELAX
5622.461333218,0.02197265625,0.0,0.0,-0.06591796875,13,PREPARE,111,-34,34,82.05,85.16909684732425,RELAX
5622.4653385,0.02197265625,0.0,0.0,-0.06591796875,15,PREPARE,60,-85,85,81.2,84.57373232022562,RELAX
5622.46934282,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,60,-85,85,81.2,84.06767247219177,RELAX
5622.473334152,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,60,-85,85,81.2,83.63752160136302,RELAX
5622.477335167,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,102,-43,43,78.5,82.86689336115857,RELAX
5622.48134483,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,108,-37,37,79.55,82.36935935698479,RELAX
5622.485300755,0.02197265625,0.0,0.0,-0.06591796875,-2,PREPARE,48,-97,97,79.6,81.95395545343706,RELAX
5622.489301995,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,268,123,123,78.8,81.4808621354215,RELAX
5622.493297084,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,268,123,123,78.8,81.07873281510828,RELAX
5622.49732892,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,268,123,123,78.8,80.73692289284205,RELAX
5622.501337044,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,108,-37,37,78.2,80.35638445891574,RELAX
5622.505330186,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,60,-85,85,77.5,79.92792679007837,RELAX
5622.50932989,0.02197265625,0.0,0.0,-0.06591796875,8,PREPARE,267,122,122,7.0,68.98873777156662,RELAX
5622.513335313,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,267,122,122,7.0,59.690427105831624,RELAX
5622.51729735,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,88,-57,57,75.05,61.99436303995688,RELAX
5622.521332436,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,139,-6,6,74.5,63.870208583963354,RELAX
5622.525297406,0.02197265625,0.0,0.0,-0.06591796875,-2,PREPARE,38,-107,107,74.7,65.49467729636885,RELAX
5622.529296547,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,271,126,126,74.2,66.80047570191351,RELAX
5622.533297262,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,271,126,126,74.2,67.91040434662648,RELAX
5622.537297186,0.02197265625,0.0,0.0,-0.06591796875,16,PREPARE,271,126,126,74.2,68.8538436946325,RELAX
5622.541333546,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,123,-22,22,75.35,69.82826714043762,RELAX
5622.545344406,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,50,-95,95,75.3,70.64902706937198,RELAX
5622.549351947,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,256,111,111,74.0,71.15167300896618,RELAX
5622.553334905,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,256,111,111,74.0,71.57892205762126,RELAX
5622.557298176,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,105,-40,40,74.3,71.98708374897807,RELAX
5622.561336409,0.02197265625,0.0,0.0,-0.06591796875,13,PREPARE,103,-42,42,74.7,72.39402118663135,RELAX
5622.565340285,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,66,-79,79,74.4,72.69491800863665,RELAX
5622.569334218,0.02197265625,0.0,0.0,-0.06591796875,19,PREPARE,273,128,128,74.25,72.92818030734115,RELAX
5622.573298038,0.02197265625,0.0,0.0,-0.06591796875,15,PREPARE,273,128,128,74.25,73.12645326123997,RELAX
5622.577335036,0.02197265625,0.0,0.0,-0.06591796875,-1,PREPARE,273,128,128,74.25,73.29498527205398,RELAX
5622.58133659,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,127,-18,18,74.25,73.43823748124588,RELAX
5622.585334815,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,63,-82,82,73.5,73.447501859059,RELAX
5622.589335977,0.02197265625,0.0,0.0,-0.06591796875,-3,PREPARE,275,130,130,73.0,73.38037658020015,RELAX
5622.593337382,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,275,130,130,73.0,73.32332009317012,RELAX
5622.597298847,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,93,-52,52,73.0,73.2748220791946,RELAX
5622.601303801,0.02197265625,0.0,0.0,-0.06591796875,3,PREPARE,103,-42,42,73.25,73.27109876731541,RELAX
5622.605294862,0.02197265625,0.0,0.0,-0.06591796875,13,PREPARE,40,-105,105,74.25,73.41793395221809,RELAX
5622.609296352,0.02197265625,0.0,0.0,-0.06591796875,4,PREPARE,262,117,117,74.0,73.50524385938539,RELAX
5622.613295879,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,262,117,117,74.0,73.57945728047758,RELAX
5622.617333411,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,262,117,117,74.0,73.64253868840595,RELAX
5622.621334768,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,129,-16,16,75.05,73.85365788514505,RELAX
5622.625334229,0.02197265625,0.0,0.0,-0.06591796875,15,PREPARE,50,-95,95,74.45,73.9431092023733,RELAX
5622.62934351,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,268,123,123,74.0,73.9516428220173,RELAX
5622.633336011,0.02197265625,0.0,0.0,-0.06591796875,15,PREPARE,268,123,123,74.0,73.9588963987147,RELAX
5622.637334552,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,89,-56,56,74.15,73.9875619389075,RELAX
5622.641332195,0.02197265625,0.0,0.0,-0.06591796875,-15,PREPARE,107,-38,38,74.95,74.13192764807138,RELAX
5622.645295345,0.02197265625,0.0,0.0,-0.06591796875,0,PREPARE,75,-70,70,73.7,74.06713850086068,RELAX
5622.649297707,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,75,-70,70,73.7,74.01206772573158,RELAX
5622.653296789,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,75,-70,70,73.7,73.96525756687184,RELAX
5622.657345803,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,80,-65,65,75.15,74.14296893184107,RELAX
5622.661334203,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,131,-14,14,73.75,74.08402359206491,RELAX
5622.665333301,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,47,-98,98,74.7,74.17642005325517,RELAX
5622.669338599,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,251,106,106,73.6,74.0899570452669,RELAX
5622.673344987,0.02197265625,0.0,0.0,-0.06591796875,23,PREPARE,251,106,106,73.6,74.01646348847686,RELAX
5622.677299854,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,90,-55,55,73.25,73.90149396520533,RELAX
5622.681300558,0.02197265625,0.0,0.0,-0.06591796875,-10,PREPARE,107,-38,38,74.25,73.95376987042454,RELAX
5622.685296555,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,63,-82,82,74.25,73.99820438986086,RELAX
5622.68929461,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,63,-82,82,74.25,74.03597373138173,RELAX
5622.693294744,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,63,-82,82,74.25,74.06807767167447,RELAX
5622.697426729,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,92,-53,53,72.5,73.8328660209233,RELAX
5622.701298801,0.02197265625,0.0,0.0,-0.06591796875,17,PREPARE,111,-34,34,72.1,73.5729361177848,RELAX
5622.705294726,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,70,-75,75,70.6,73.12699570011708,RELAX
5622.70929736,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,70,-75,75,70.6,72.74794634509952,RELAX
5622.713296631,0.02197265625,0.0,0.0,-0.06591796875,0,PREPARE,70,-75,75,70.6,72.42575439333459,RELAX
5622.717296866,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,155,10,10,67.1,71.6268912343344,RELAX
5622.721301917,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,79,-66,66,69.6,71.32285754918423,RELAX
5622.725336584,0.02197265625,0.0,0.0,-0.06591796875,17,PREPARE,70,-75,75,68.0,70.8244289168066,RELAX
5622.72933699,0.02197265625,0.0,0.0,-0.06591796875,-3,PREPARE,70,-75,75,68.0,70.4007645792856,RELAX
5622.733334291,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,228,83,83,66.6,69.83064989239276,RELAX
5622.737333563,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,254,109,109,69.25,69.74355240853384,RELAX
5622.741345003,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,89,-56,56,70.15,69.80451954725378,RELAX
5622.745334163,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,66,-79,79,70.6,69.92384161516571,RELAX
5622.749339219,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,66,-79,79,70.6,70.02526537289086,RELAX
5622.753335358,0.02197265625,0.0,0.0,-0.06591796875,-13,PREPARE,66,-79,79,70.6,70.11147556695722,RELAX
5622.757337176,0.02197265625,0.0,0.0,-0.06591796875,-14,PREPARE,127,-18,18,68.55,69.87725423191364,RELAX
5622.761353661,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,84,-61,61,70.9,70.0306660971266,RELAX
5622.765340447,0.02197265625,0.0,0.0,-0.06591796875,3,PREPARE,83,-62,62,69.0,69.87606618255761,RELAX
5622.769336957,0.02197265625,0.0,0.0,-0.06591796875,22,PREPARE,83,-62,62,69.0,69.74465625517396,RELAX
5622.773335673,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,241,96,96,68.6,69.57295781689787,RELAX
5622.777296768,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,324,179,179,74.8,70.35701414436319,RELAX
5622.781294384,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,108,-37,37,74.75,71.0159620227087,RELAX
5622.785295009,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,64,-81,81,74.7,71.5685677193024,RELAX
5622.789294969,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,64,-81,81,74.7,72.03828256140703,RELAX
5622.793295472,0.02197265625,0.0,0.0,-0.06591796875,-7,PREPARE,64,-81,81,74.7,72.43754017719597,RELAX
5622.797340782,0.02197265625,0.0,0.0,-0.06591796875,-9,PREPARE,100,-45,45,75.15,72.84440915061657,RELAX
5622.801347904,0.02197265625,0.0,0.0,-0.06591796875,7,PREPARE,109,-36,36,75.25,73.20524777802409,RELAX
5622.805302321,0.02197265625,0.0,0.0,-0.06591796875,2,PREPARE,70,-75,75,75.0,73.47446061132048,RELAX
5622.809334813,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,70,-75,75,75.0,73.70329151962241,RELAX
5622.813301292,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,236,91,91,74.55,73.83029779167904,RELAX
5622.817299864,0.02197265625,0.0,0.0,-0.06591796875,-11,PREPARE,245,100,100,79.05,74.61325312292719,RELAX
5622.821299397,0.02197265625,0.0,0.0,-0.06591796875,-5,PREPARE,86,-59,59,78.7,75.22626515448812,RELAX
5622.825296177,0.02197265625,0.0,0.0,-0.06591796875,-6,PREPARE,61,-84,84,79.15,75.8148253813149,RELAX
5622.82933895,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,61,-84,84,79.15,76.31510157411766,RELAX
5622.833342616,0.02197265625,0.0,0.0,-0.06591796875,2,PREPARE,61,-84,84,79.15,76.74033633800002,RELAX
5622.837336521,0.02197265625,0.0,0.0,-0.06591796875,14,PREPARE,88,-57,57,78.25,76.9667858873,RELAX
5622.841350122,0.02197265625,0.0,0.0,-0.06591796875,12,PREPARE,79,-66,66,78.75,77.234268004205,RELAX
5622.845350152,0.02197265625,0.0,0.0,-0.06591796875,23,PREPARE,91,-54,54,77.5,77.27412780357426,RELAX
5622.849357317,0.02197265625,0.0,0.0,-0.06591796875,5,PREPARE,91,-54,54,77.5,77.30800863303811,RELAX
5622.853342871,0.02197265625,0.0,0.0,-0.06591796875,1,PREPARE,231,86,86,75.75,77.07430733808239,RELAX
5622.857347355,0.02197265625,0.0,0.0,-0.06591796875,-4,PREPARE,245,100,100,79.85,77.49066123737003,RELAX
5622.861333521,0.02197265625,0.0,0.0,-0.06591796875,-12,PREPARE,94,-51,51,79.35,77.76956205176452,RELAX
5622.865332905,0.02197265625,0.0,0.0,-0.06591796875,9,PREPARE,79,-66,66,79.55,78.03662774399984,RELAX
