
t_s,q_deg,dq_deg_s,omega_rad_s,I_cmd_A,I_meas_A,emg_phase,emg_raw,emg_ac,emg_rect,emg_env,emg_env_f,mode
5631.421344045,178.1982421875,3.0,0.05235987755982989,27.81744506850208,27,RELAX2,803,658,658,148.6,85.33113609159842,RELAX
5631.425337389,178.41796875,6.1000000000000005,0.10646508437165411,22.089575274022664,13,RELAX2,59,-86,86,152.15,95.35396567785867,RELAX
5631.429336797,178.83544921875,11.8,0.2059488517353309,10.56440339043305,3,RELAX2,326,181,181,160.0,105.05087082617986,RELAX
5631.433338782,179.58251953125,20.8,0.36302848441482055,-8.554577392108918,-13,RELAX2,326,181,181,160.0,113.29324020225287,RELAX
5631.437336406,180.4833984375,23.3,0.4066617157146788,-15.14196001930663,15,RELAX2,123,-22,22,131.0,115.94925417191494,RELAX
5631.4413448,181.5380859375,26.900000000000002,0.4694935687864747,-24.39354802177285,4,RELAX2,89,-56,56,133.25,118.54436604612769,RELAX
5631.445341092,182.548828125,21.900000000000002,0.3822271061867582,-16.322408155737342,-2,RELAX2,277,132,132,136.35,121.21521113920853,EMG_ACTIVE
5631.449338544,183.251953125,17.1,0.2984513020910304,-7.7338491180143905,6,RELAX2,159,14,14,121.95,121.32542946832726,EMG_ACTIVE
5631.453340665,183.9111328125,16.2,0.2827433388230814,-6.817937872705976,18,UNKNOWN,2,206,61,6.0,104.02661504807817,EMG_ACTIVE
5631.457339549,184.39453125,10.200000000000001,0.17802358370342164,4.818675930563504,3,UNKNOWN,2,206,61,6.0,89.32262279086645,RELAX
5631.461298513,184.6142578125,4.6000000000000005,0.08028514559173917,16.429813554381084,-2,RELAX2,38,-107,107,124.9,94.65922937223648,RELAX
5631.465340671,184.72412109375,1.7000000000000002,0.029670597283903605,22.98715070456945,1,RELAX2,44,-101,101,125.7,99.31534496640101,RELAX
5631.469337598,184.76806640625,1.6,0.027925268031909273,24.124328095548567,19,RELAX2,292,147,147,132.9,104.35304322144086,RELAX
5631.473338109,184.85595703125,2.4000000000000004,0.04188790204786391,23.32486664994077,11,RELAX2,292,147,147,132.9,108.63508673822473,RELAX
5631.477337906,185.009765625,4.9,0.08552113334772216,18.92170194524284,0,RELAX2,305,160,160,138.9,113.17482372749103,RELAX
5631.481349637,185.361328125,9.3,0.16231562043547265,10.122639169193683,16,RELAX2,270,125,125,139.0,117.04860016836739,RELAX
5631.485350556,185.8447265625,12.700000000000001,0.22165681500327988,2.9194609238647935,10,RELAX2,154,9,9,131.4,119.20131014311228,RELAX
5631.489339633,186.30615234375,10.200000000000001,0.17802358370342164,7.573373080229093,5,RELAX2,406,261,261,142.7,122.72611362164544,EMG_ACTIVE
5631.493331983,186.52587890625,4.1000000000000005,0.07155849933176751,20.147496728559204,11,UNKNOWN,2,184,39,39.0,110.16719657839862,EMG_ACTIVE
5631.497339462,186.56982421875,0.0,0.0,29.247098267687733,14,UNKNOWN,2,184,39,39.0,99.49211709163882,RELAX
5631.501339011,186.52587890625,-0.8,-0.013962634015954637,32.00257197181728,16,RELAX2,250,105,105,138.45,105.33579952789299,RELAX
5631.505332213,186.52587890625,1.6,0.027925268031909273,28.218844859738528,12,RELAX2,327,182,182,144.9,111.27042959870904,RELAX
5631.509337412,186.61376953125,3.2,0.05585053606381855,25.768724135259454,15,RELAX2,59,-86,86,145.05,116.33736515890268,RELAX
5631.513338993,186.78955078125,4.800000000000001,0.08377580409572782,23.048251414608977,18,RELAX2,59,-86,86,145.05,120.64426038506728,EMG_ACTIVE
5631.51733705,187.05322265625,7.800000000000001,0.13613568165555773,17.257465710526553,15,RELAX2,59,-86,86,145.05,124.30512132730719,EMG_ACTIVE
5631.521349245,187.55859375,14.200000000000001,0.2478367537831948,3.9393242059602223,11,RELAX2,105,-40,40,100.8,120.77935312821111,EMG_ACTIVE
5631.525336624,188.32763671875,19.5,0.34033920413889424,-7.981729230764415,12,RELAX2,434,289,289,110.95,119.30495015897944,EMG_ACTIVE
5631.529348931,189.03076171875,16.3,0.2844886680750757,-2.704659586704743,9,RELAX2,202,57,57,104.75,117.12170763513252,EMG_ACTIVE
5631.533337435,189.68994140625,17.7,0.3089232776029963,-6.507333024037358,8,UNKNOWN,2,58,-87,87.0,112.60345148986264,EMG_ACTIVE
5631.537338848,190.5029296875,21.400000000000002,0.37350045992678654,-15.37404110977041,7,UNKNOWN,2,58,-87,87.0,108.76293376638324,EMG_ACTIVE
5631.541338489,191.2060546875,16.6,0.2897246558310587,-6.917348875615474,7,RELAX2,362,217,217,116.05,109.85599370142575,EMG_ACTIVE
5631.54533779,191.8212890625,14.100000000000001,0.2460914245312005,-2.8028248763938137,6,RELAX2,91,-54,54,112.15,110.20009464621188,EMG_ACTIVE
5631.549335921,192.37060546875,13.100000000000001,0.22863813201125718,-1.4965825050701795,6,RELAX2,315,170,170,119.95,111.6625804492801,EMG_ACTIVE
5631.553363238,192.744140625,7.800000000000001,0.13613568165555773,8.93813018814847,11,RELAX2,315,170,170,119.95,112.90569338188809,EMG_ACTIVE
5631.557344958,192.8759765625,2.3000000000000003,0.04014257279586959,20.481417018572493,11,RELAX2,189,44,44,119.1,113.83483937460488,EMG_ACTIVE
5631.561352221,192.83203125,-0.8,-0.013962634015954637,27.75228909307041,9,RELAX2,83,-62,62,116.85,114.28711346841415,EMG_ACTIVE
5631.5653023,192.7880859375,0.0,0.0,27.204143913754592,12,RELAX2,108,-37,37,113.65,114.19154644815202,EMG_ACTIVE
5631.569324312,192.7880859375,0.0,0.0,28.135093251739335,14,RELAX2,220,75,75,110.05,113.57031448092923,EMG_ACTIVE
5631.57330443,192.89794921875,2.1,0.03665191429188092,24.521052927993725,14,UNKNOWN,2,200,55,55.0,104.78476730878984,EMG_ACTIVE
5631.577299109,192.98583984375,3.2,0.05585053606381855,22.970535365253205,15,UNKNOWN,2,200,55,55.0,97.31705221247137,RELAX
5631.581297448,193.16162109375,4.800000000000001,0.08377580409572782,20.15142735943774,14,RELAX2,58,-87,87,102.9,98.15449438060067,RELAX
5631.585334408,193.42529296875,7.4,0.1291543646475804,15.071553427832566,13,RELAX2,56,-89,89,106.9,99.46632022351056,RELAX
5631.589298169,193.88671875,12.9,0.22514747350726852,3.576240662292104,7,RELAX2,506,361,361,111.9,101.331372189984,RELAX
5631.593339467,194.61181640625,19.700000000000003,0.34382986264288296,-11.298577824953583,7,RELAX2,506,361,361,111.9,102.91666636148639,RELAX
5631.597347452,195.4248046875,20.400000000000002,0.3560471674068433,-14.250273947497497,5,RELAX2,134,-11,11,110.5,104.05416640726344,RELAX
5631.601295984,196.34765625,23.3,0.4066617157146788,-21.95033406274431,3,RELAX2,202,57,57,108.1,104.66104144617393,RELAX
5631.605404229,197.2265625,20.400000000000002,0.3560471674068433,-17.88950472491134,14,RELAX2,55,-90,90,103.5,104.48688522924785,RELAX
5631.60934099,197.77587890625,11.9,0.20769418098732523,-1.6829501030919012,5,RELAX2,56,-89,89,10.0,90.31385244486067,RELAX
5631.613330696,198.193359375,9.600000000000001,0.16755160819145565,2.524874053482719,5,RELAX2,56,-89,89,10.0,78.26677457813157,RELAX
5631.617326514,198.56689453125,10.5,0.1832595714594046,0.46010406274643856,20,RELAX2,493,348,348,115.95,83.91925839141183,RELAX
5631.621326661,198.9404296875,8.700000000000001,0.1518436449235067,3.7905008461981744,-6,RELAX2,235,90,90,118.45,89.09886963270006,RELAX
5631.625330762,199.18212890625,4.9,0.08552113334772216,11.511474809839836,25,RELAX2,513,368,368,122.4,94.09403918779505,RELAX
5631.629359237,199.248046875,0.0,0.0,21.959100480810946,7,RELAX2,66,-79,79,123.5,98.5049333096258,RELAX
5631.633331129,199.22607421875,-1.2000000000000002,-0.020943951023931956,25.252844693177956,0,RELAX2,66,-79,79,123.5,102.25419331318193,RELAX
5631.637335434,199.2041015625,0.0,0.0,23.7475720548766,16,RELAX2,66,-79,79,123.5,105.44106431620465,RELAX
5631.641342694,199.248046875,0.6000000000000001,0.010471975511965978,23.23937620706788,29,RELAX2,149,4,4,111.05,106.28240466877395,RELAX
5631.645334134,199.31396484375,1.6,0.027925268031909273,21.856275422197104,-10,RELAX2,132,-13,13,109.0,106.69004396845784,RELAX
5631.649328446,199.40185546875,3.2,0.05585053606381855,19.202099213652055,31,RELAX2,232,87,87,104.0,106.28653737318916,RELAX
5631.653329892,199.5556640625,3.8000000000000003,0.06632251157578453,18.345850725069333,2,RELAX2,232,87,87,104.0,105.9435567672108,RELAX
5631.657296286,199.75341796875,5.9,0.10297442586766545,14.345049458742391,0,RELAX2,145,0,0,102.65,105.44952325212918,RELAX
5631.661296017,200.0830078125,9.200000000000001,0.16057029118347835,7.549641676486946,13,RELAX2,108,-37,37,101.4,104.8420947643098,RELAX
5631.665293642,200.6103515625,14.600000000000001,0.25481807079117214,-4.0451987195145165,13,RELAX2,47,-98,98,104.45,104.78328054966333,RELAX
5631.669293276,201.2255859375,14.0,0.24434609527920614,-3.909074334964771,28,RELAX2,47,-98,98,104.45,104.73328846721384,RELAX
5631.673296418,201.5771484375,7.0,0.12217304763960307,9.812982347577048,13,RELAX2,47,-98,98,104.45,104.69079519713176,RELAX
5631.677296676,201.68701171875,1.6,0.027925268031909273,21.053816350227738,-8,RELAX2,303,158,158,107.45,105.104675917562,RELAX
5631.681297522,201.62109375,-1.9000000000000001,-0.033161255787892266,29.016344911170297,30,RELAX2,108,-37,37,104.95,105.0814745299277,RELAX
5631.685296531,201.533203125,-1.6,-0.027925268031909273,29.438683146072986,13,RELAX2,531,386,386,11.0,90.96925335043855,RELAX
5631.68929814,201.533203125,0.0,0.0,26.9920781264224,-1,RELAX2,531,386,386,11.0,78.97386534787277,RELAX
5631.693297764,201.62109375,2.7,0.0471238898038469,22.07566859277035,8,RELAX2,661,516,516,127.55,86.26028554569186,RELAX
5631.697293943,201.73095703125,1.7000000000000002,0.029670597283903605,24.48694844932394,29,RELAX2,434,289,289,141.45,94.53874271383808,RELAX
5631.701289711,201.86279296875,3.8000000000000003,0.06632251157578453,20.626486321737723,-8,RELAX2,116,-29,29,140.05,101.36543130676237,RELAX
5631.705289212,202.08251953125,6.5,0.11344640137963143,15.297280464119382,27,RELAX2,53,-92,92,140.15,107.18311661074803,RELAX
5631.709289354,202.5,11.3,0.19722220547535926,5.169169471692008,23,RELAX2,53,-92,92,140.15,112.12814911913583,RELAX
5631.713290179,203.13720703125,16.6,0.2897246558310587,-6.623759909524935,-5,RELAX2,53,-92,92,140.15,116.33142675126545,RELAX
5631.71732015,203.75244140625,14.9,0.26005405854715513,-4.351382294522512,6,RELAX2,80,-65,65,137.35,119.48421273857564,RELAX
5631.721291183,204.2578125,12.200000000000001,0.21293016874330822,0.23440641441280619,15,RELAX2,64,-81,81,136.9,122.0965808277893,EMG_ACTIVE
5631.725412762,204.8291015625,15.200000000000001,0.2652900463031381,-6.757064415794641,11,RELAX2,79,-66,66,121.8,122.0520937036209,EMG_ACTIVE
5631.729398214,205.55419921875,17.900000000000002,0.31241393610698504,-13.639538422436964,22,RELAX2,79,-66,66,121.8,122.01427964807777,EMG_ACTIVE
5631.733396399,206.0595703125,10.8,0.1884955592153876,-0.26637404915823737,28,RELAX2,302,157,157,125.7,122.56713770086611,EMG_ACTIVE
5631.737427762,206.30126953125,4.2,0.07330382858376185,12.897675078316501,1,RELAX2,63,-82,82,127.25,123.2695670457362,EMG_ACTIVE
5631.741411729,206.4111328125,1.6,0.027925268031909273,18.443415927681276,-8,RELAX2,118,-27,27,128.4,124.03913198887577,EMG_ACTIVE
5631.745388703,206.455078125,1.6,0.027925268031909273,18.98003140902053,-1,RELAX2,62,-83,83,131.9,125.21826219054441,EMG_ACTIVE
5631.749403702,206.4990234375,0.6000000000000001,0.010471975511965978,21.517234869879832,5,UNKNOWN,2,331,186,1.0,106.58552286196274,EMG_ACTIVE
5631.753393145,206.56494140625,3.2,0.05585053606381855,16.778532201736205,18,UNKNOWN,2,331,186,1.0,90.74769443266834,RELAX
5631.757336833,206.69677734375,3.9000000000000004,0.06806784082777886,15.628917992831855,30,RELAX2,72,-73,73,140.5,98.2105402677681,RELAX
5631.761303115,206.91650390625,6.1000000000000005,0.10646508437165411,11.213669031972175,30,RELAX2,54,-91,91,143.2,104.95895922760289,RELAX
5631.765313168,207.2021484375,6.800000000000001,0.11868238913561442,9.601983451080052,25,RELAX2,60,-85,85,142.5,110.59011534346246,RELAX
5631.769302708,207.48779296875,6.5,0.11344640137963143,9.981267258103799,15,RELAX2,60,-85,85,142.5,115.37659804194308,RELAX
5631.773410602,207.6416015625,3.1,0.054105206811824215,16.968858026199474,10,RELAX2,99,-46,46,143.25,119.55760833565162,RELAX
5631.777420923,207.66357421875,0.0,0.0,23.730751039382056,-1,RELAX2,166,21,21,136.4,122.08396708530388,EMG_ACTIVE
5631.781421199,207.61962890625,-1.6,-0.027925268031909273,27.68306463100809,-5,RELAX2,49,-96,96,139.35,124.6738720225083,EMG_ACTIVE
5631.785404189,207.61962890625,0.0,0.0,25.09514996059309,1,RELAX2,118,-27,27,121.4,124.18279121913207,EMG_ACTIVE
5631.789394902,207.66357421875,1.6,0.027925268031909273,22.3708528990333,7,UNKNOWN,2,659,514,51.0,113.20537253626226,EMG_ACTIVE
5631.793423356,207.7294921875,1.0,0.017453292519943295,23.980541250763366,4,UNKNOWN,2,659,514,51.0,103.87456665582292,EMG_ACTIVE
5631.797405836,207.79541015625,1.6,0.027925268031909273,23.177587625032363,2,RELAX2,188,43,43,109.0,104.64338165744948,EMG_ACTIVE
5631.801385635,207.88330078125,2.0,0.03490658503988659,22.702613643891198,28,RELAX2,68,-77,77,111.4,105.65687440883207,EMG_ACTIVE
5631.805363819,207.9931640625,2.1,0.03665191429188092,22.75578545953319,14,RELAX2,593,448,448,129.2,109.18834324750725,EMG_ACTIVE
5631.809396346,208.10302734375,3.1,0.054105206811824215,21.011063888066946,3,RELAX2,593,448,448,129.2,112.19009176038116,EMG_ACTIVE
5631.813403276,208.27880859375,4.6000000000000005,0.08028514559173917,18.05909590587582,1,RELAX2,60,-85,85,117.65,113.009077996324,EMG_ACTIVE
5631.81740808,208.5205078125,7.2,0.12566370614359174,12.703294890252726,13,RELAX2,167,22,22,115.5,113.3827162968754,EMG_ACTIVE
5631.821390085,208.9599609375,12.200000000000001,0.21293016874330822,1.945282908714777,29,RELAX2,122,-23,23,112.6,113.26530885234409,EMG_ACTIVE
5631.825400946,209.64111328125,17.900000000000002,0.31241393610698504,-10.939557437376543,21,RELAX2,102,-43,43,111.45,112.99301252449247,EMG_ACTIVE
5631.829391949,210.38818359375,18.2,0.317649923862968,-13.23065155036064,9,UNKNOWN,2,179,34,34.0,101.1440606458186,EMG_ACTIVE
5631.833404565,211.11328125,19.3,0.3368485456349056,-17.05864496643384,-4,UNKNOWN,2,179,34,34.0,91.0724515489458,RELAX
5631.837417022,211.88232421875,18.8,0.32812189937493397,-17.824291938746036,1,RELAX2,156,11,11,101.75,92.67408381660394,RELAX
5631.841312317,212.40966796875,10.5,0.1832595714594046,-2.286114688280975,7,RELAX2,206,61,61,103.45,94.29047124411335,RELAX
5631.84529202,212.62939453125,3.8000000000000003,0.06632251157578453,10.980484943544973,7,RELAX2,95,-50,50,101.8,95.41690055749633,RELAX
5631.849291641,212.67333984375,1.6,0.027925268031909273,15.771300887749494,6,RELAX2,95,-50,50,101.8,96.37436547387188,RELAX
5631.853324123,212.6513671875,0.0,0.0,19.558310933001593,7,RELAX2,95,-50,50,95.0,96.16821065279109,RELAX
5631.857393773,212.607421875,-1.6,-0.027925268031909273,23.410079593513682,10,RELAX2,46,-99,99,96.3,96.18797905487243,RELAX
5631.861403341,212.62939453125,0.0,0.0,20.650630767781365,7,RELAX2,109,-36,36,93.55,95.79228219664157,RELAX
5631.865403304,212.6953125,1.5,0.026179938779914945,17.95237285409638,14,RELAX2,121,-24,24,9.0,82.77343986714533,RELAX
5631.869402974,212.80517578125,3.8000000000000003,0.06632251157578453,13.516483364842479,18,RELAX2,121,-24,24,9.0,71.70742388707352,RELAX
5631.873341666,213.046875,7.0,0.12217304763960307,6.87197444099337,8,RELAX2,360,215,215,98.95,75.7938103040125,RELAX
5631.877338051,213.50830078125,12.4,0.21642082724729686,-4.830424217223101,8,RELAX2,224,79,79,101.85,79.70223875841063,RELAX
5631.881297422,214.07958984375,14.5,0.2530727415391778,-10.272519399934481,4,RELAX2,808,663,663,130.2,87.27690294464904,RELAX
5631.885356812,214.5849609375,11.3,0.19722220547535926,-4.910875398336067,4,RELAX2,128,-17,17,129.7,93.64036750295168,RELAX
5631.889294555,214.95849609375,9.600000000000001,0.16755160819145565,-2.1736225449076443,-1,RELAX2,128,-17,17,129.7,99.04931237750893,RELAX
5631.893297177,215.3759765625,11.200000000000001,0.19547687622336493,-6.166429422202125,9,RELAX2,783,638,638,135.9,104.5769155208826,RELAX
5631.897294582,215.88134765625,13.0,0.22689280275926285,-10.829259789040918,6,RELAX2,242,97,97,138.6,109.68037819275021,RELAX
5631.901293756,216.27685546875,7.6000000000000005,0.13264502315156906,-0.7680573388960976,5,RELAX2,236,91,91,139.3,114.12332146383767,RELAX
5631.905291034,216.38671875,1.6,0.027925268031909273,11.34411427569184,6,RELAX2,171,26,26,11.0,98.65482324426202,RELAX
5631.909290819,216.27685546875,-3.7,-0.0645771823237902,22.709983259533594,9,RELAX2,171,26,26,11.0,85.50659975762272,RELAX
5631.913320016,216.1669921875,-2.4000000000000004,-0.04188790204786391,20.873215982179534,11,RELAX2,292,147,147,121.3,90.87560979397932,RELAX
5631.91731214,216.18896484375,1.6,0.027925268031909273,13.231213566035098,0,RELAX2,52,-93,93,124.85,95.97176832488243,RELAX
5631.921308167,216.27685546875,1.9000000000000001,0.033161255787892266,12.786123131866344,10,RELAX2,56,-89,89,128.15,100.79850307615007,RELAX
5631.925306742,216.298828125,0.0,0.0,16.9332976088225,9,RELAX2,56,-89,89,128.15,104.90122761472756,RELAX
5631.929297611,216.298828125,0.0,0.0,17.33986021545425,11,RELAX2,56,-89,89,128.15,108.38854347251842,RELAX
5631.933423546,216.27685546875,0.0,0.0,17.819971994614633,10,RELAX2,206,61,61,131.9,111.91526195164067,RELAX
5631.937399753,216.298828125,0.0,0.0,18.147525281898083,13,RELAX2,58,-87,87,135.7,115.48297265889457,RELAX
5631.941400323,216.32080078125,0.0,0.0,18.471727803026113,12,RELAX2,194,49,49,135.0,118.41052676006038,RELAX
5631.945399527,216.3427734375,0.0,0.0,18.790039409143986,13,RELAX2,194,49,49,135.0,120.89894774605132,EMG_ACTIVE
5631.949302778,216.36474609375,0.9,0.015707963267948967,17.293647453106427,6,RELAX2,351,206,206,142.9,124.19910558414362,EMG_ACTIVE
5631.953299866,216.38671875,0.0,0.0,19.4118907882837,4,RELAX2,288,143,143,147.55,127.70173974652208,EMG_ACTIVE
5631.957302315,216.4306640625,1.6,0.027925268031909273,16.470498457291757,17,RELAX2,292,147,147,149.95,131.03897878454376,EMG_ACTIVE
5631.961303777,216.474609375,1.6,0.027925268031909273,16.734774054616327,9,RELAX2,438,293,293,162.8,135.8031319668622,EMG_ACTIVE
5631.965301643,216.54052734375,1.0,0.017453292519943295,18.12702185338162,16,UNKNOWN,2,176,31,3.0,115.88266217183286,EMG_ACTIVE
5631.969294675,216.58447265625,1.6,0.027925268031909273,17.17897610254555,14,UNKNOWN,2,176,31,3.0,98.95026284605794,RELAX
5631.973294172,216.67236328125,1.7000000000000002,0.029670597283903605,17.093957246125235,16,RELAX2,44,-101,101,157.45,107.72522341914926,RELAX
5631.977293987,216.76025390625,2.6,0.04537856055185257,15.403209029134604,15,RELAX2,41,-104,104,158.7,115.37143990627688,RELAX
5631.981293819,216.89208984375,3.7,0.0645771823237902,13.174866943498676,15,RELAX2,62,-83,83,129.7,117.52072392033534,RELAX
5631.985293968,217.08984375,5.7,0.09948376736367678,8.943039621657055,10,RELAX2,62,-83,83,129.7,119.34761533228503,RELAX
5631.989294575,217.41943359375,9.4,0.16406094968746698,0.909984121612478,10,RELAX2,145,0,0,128.85,120.77297303244228,EMG_ACTIVE
5631.993329072,217.96875,14.0,0.24434609527920614,-9.58509751577563,9,RELAX2,276,131,131,103.5,118.18202707757594,EMG_ACTIVE
5631.997298972,218.5400390625,13.5,0.23561944901923448,-9.957420581423861,10,RELAX2,56,-89,89,103.1,115.91972301593955,EMG_ACTIVE
5632.001298658,218.8916015625,7.6000000000000005,0.13264502315156906,1.1262395365690328,8,RELAX2,163,18,18,99.45,113.44926456354862,EMG_ACTIVE
5632.005327865,219.08935546875,3.7,0.0645771823237902,8.667978298540538,9,UNKNOWN,2,391,246,2.0,96.73187487901633,RELAX
5632.009294593,219.19921875,1.9000000000000001,0.033161255787892266,12.262529666936228,7,UNKNOWN,2,391,246,2.0,82.52209364716387,RELAX
5632.013293651,219.287109375,2.8000000000000003,0.04886921905584123,10.519883562952565,10,RELAX2,306,161,161,111.15,86.81627960008929,RELAX
5632.017293114,219.462890625,4.5,0.07853981633974483,6.907839641926472,11,RELAX2,70,-75,75,110.25,90.33133766007589,RELAX
5632.02129366,219.74853515625,8.200000000000001,0.14311699866353503,-1.0394703164824612,8,RELAX2,125,-20,20,106.8,92.80163701106451,RELAX
5632.025332639,220.166015625,10.9,0.19024088846738194,-7.385186358639988,5,RELAX2,125,-20,20,106.8,94.90139145940483,RELAX
5632.029343636,220.53955078125,8.700000000000001,0.1518436449235067,-3.806983168026303,7,RELAX2,208,63,63,105.4,96.47618274049411,RELAX
5632.033331171,220.7373046875,3.1,0.054105206811824215,7.0910917590099585,8,RELAX2,110,-35,35,104.1,97.61975532942,RELAX
5632.037300535,220.71533203125,-1.6,-0.027925268031909273,16.84134666062668,10,RELAX2,248,103,103,104.9,98.711792030007,RELAX
5632.041300273,220.62744140625,-1.7000000000000002,-0.029670597283903605,17.585771999790914,8,RELAX2,82,-63,63,105.6,99.74502322550596,RELAX
5632.045351251,220.60546875,0.0,0.0,14.530132367983754,8,UNKNOWN,2,66,-79,79.0,96.63326974168007,RELAX
5632.049300887,220.67138671875,1.7000000000000002,0.029670597283903605,11.19823929329869,10,UNKNOWN,2,66,-79,79.0,93.98827928042806,RELAX
5632.053334746,220.71533203125,1.6,0.027925268031909273,11.532075541863083,9,RELAX2,206,61,61,95.15,94.16253738836386,RELAX
5632.057331136,220.71533203125,0.0,0.0,14.98953039102895,10,RELAX2,127,-18,18,88.7,93.34315678010928,RELAX
5632.061326718,220.693359375,-0.6000000000000001,-0.010471975511965978,16.507103872808766,10,RELAX2,524,379,379,93.0,93.29168326309289,RELAX
5632.065329238,220.71533203125,1.5,0.026179938779914945,12.487511136407704,11,RELAX2,524,379,379,93.0,93.24793077362897,RELAX
5632.069331881,220.7373046875,1.2000000000000002,0.020943951023931956,13.262158355332707,12,RELAX2,275,130,130,97.95,93.95324115758461,RELAX
5632.073333202,220.75927734375,1.0,0.017453292519943295,13.830962314874625,10,RELAX2,41,-104,104,98.1,94.57525498394692,RELAX
5632.077300222,220.75927734375,0.0,0.0,16.05800669931088,11,RELAX2,285,140,140,99.9,95.37396673635487,RELAX
5632.081332421,220.78125,1.6,0.027925268031909273,13.01701039715427,10,RELAX2,64,-81,81,99.8,96.03787172590164,RELAX
5632.085360104,220.80322265625,0.8,0.013962634015954637,14.769922183289646,11,UNKNOWN,2,264,119,119.0,99.48219096701638,RELAX
5632.089341255,220.84716796875,0.0,0.0,16.448682008097762,11,UNKNOWN,2,264,119,119.0,102.40986232196391,RELAX
5632.093298481,220.869140625,0.0,0.0,16.586456742375418,11,RELAX2,189,44,44,101.4,102.25838297366933,RELAX
5632.097345586,220.93505859375,1.6,0.027925268031909273,13.391125474505447,10,RELAX2,44,-101,101,102.0,102.21962552761892,RELAX
5632.101331435,221.02294921875,2.0,0.03490658503988659,12.52109310066848,11,RELAX2,48,-97,97,105.95,102.77918169847608,RELAX
5632.105333723,221.11083984375,2.3000000000000003,0.04014257279586959,11.84609277079209,12,RELAX2,48,-97,97,105.95,103.25480444370466,RELAX
5632.109336042,221.220703125,2.8000000000000003,0.04886921905584123,10.69940925292601,13,RELAX2,48,-97,97,105.95,103.65908377714895,RELAX
5632.113394653,221.3525390625,3.7,0.0645771823237902,8.683450279206061,10,RELAX2,179,34,34,88.95,101.45272121057661,RELAX
5632.11730224,221.55029296875,5.6000000000000005,0.09773843811168247,4.457559325465967,11,RELAX2,115,-30,30,86.7,99.23981302899011,RELAX
5632.121335767,221.8359375,7.5,0.1308996938995747,-0.03246617140845842,8,RELAX2,418,273,273,9.0,85.70384107464159,RELAX
5632.125369624,222.1875,8.5,0.14835298641951802,-2.926089839929034,7,RELAX2,418,273,273,9.0,74.19826491344534,RELAX
5632.129335632,222.451171875,6.300000000000001,0.10995574287564278,0.835586772871288,4,RELAX2,55,-90,90,100.7,78.17352517642854,RELAX
5632.133414315,222.60498046875,2.8000000000000003,0.04886921905584123,7.525202407510357,5,RELAX2,532,387,387,118.3,84.19249639996426,RELAX
5632.137414999,222.60498046875,-1.6,-0.027925268031909273,16.467593401490614,6,RELAX2,73,-72,72,116.75,89.07612193996962,RELAX
5632.141395458,222.5390625,-1.6,-0.027925268031909273,16.801314600984266,5,RELAX2,197,52,52,116.2,93.14470364897419,RELAX
5632.145397483,222.51708984375,0.0,0.0,13.798170695939604,6,RELAX2,197,52,52,116.2,96.60299810162806,RELAX
5632.14939934,222.5390625,0.0,0.0,13.857420007374031,-2,RELAX2,197,52,52,116.2,99.54254838638386,RELAX
5632.153424092,222.56103515625,0.0,0.0,13.911553906271507,10,RELAX2,346,201,201,119.3,102.50616612842629,RELAX
5632.15740999,222.56103515625,-0.5,-0.008726646259971648,15.024727363861558,6,RELAX2,99,-46,46,120.7,105.23524120916234,RELAX
5632.161301433,222.56103515625,0.0,0.0,14.129767318353743,7,RELAX2,77,-68,68,10.0,90.94995502778798,RELAX
5632.165338422,222.56103515625,0.0,0.0,14.232868909105434,10,RELAX2,77,-68,68,10.0,78.80746177361978,RELAX
5632.169344837,222.5830078125,0.0,0.0,14.263493204662097,9,RELAX2,82,-63,63,101.8,82.2563425075768,RELAX
5632.173335661,222.5830078125,0.0,0.0,14.353926170463126,7,RELAX2,172,27,27,97.95,84.61039113144028,RELAX
5632.177341371,222.5830078125,0.0,0.0,14.43891999980005,8,RELAX2,105,-40,40,92.95,85.86133246172423,RELAX
5632.181293652,222.60498046875,0.0,0.0,14.451238805844326,12,RELAX2,105,-40,40,92.95,86.9246325924656,RELAX
5632.185291922,222.60498046875,0.0,0.0,14.524630930180905,10,RELAX2,105,-40,40,92.95,87.82843770359577,RELAX
5632.18931188,222.60498046875,0.0,0.0,14.59260353635733,17,RELAX2,206,61,61,99.55,89.5866720480564,RELAX
5632.193290826,222.60498046875,0.0,0.0,14.65418315537812,18,RELAX2,323,178,178,106.25,92.08617124084793,RELAX
5632.19729123,222.626953125,0.0,0.0,14.64441573390809,12,RELAX2,158,13,13,101.0,93.42324555472075,RELAX
5632.201291799,222.626953125,0.0,0.0,14.694806958322914,7,RELAX2,158,13,13,101.0,94.55975872151264,RELAX
5632.205359669,222.626953125,0.0,0.0,14.74008878322519,11,RELAX2,83,-62,62,100.1,95.39079491328575,RELAX
5632.2093642,222.64892578125,1.6,0.027925268031909273,11.512974519480526,17,RELAX2,515,370,370,116.95,98.62467567629288,RELAX
5632.21334968,222.64892578125,0.0,0.0,14.745875362951125,7,RELAX2,50,-95,95,120.0,101.83097432484895,RELAX
5632.21733442,222.64892578125,0.0,0.0,14.77305396256196,19,RELAX2,54,-91,91,123.05,105.01382817612162,RELAX
5632.221347627,222.64892578125,0.0,0.0,14.79462862725174,14,UNKNOWN,2,257,112,1.0,89.41175394970338,RELAX
